ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	
241	対象文	ヘンリは暖かな気候の中、暖炉にあたっていた	"Henry is in the warm climate, it had been hit in fireplace."					
241	情報源							
241	hasPredicate	あたっていた	warm					
241	Who	ヘンリ	Henry		Person			
241	Where	暖炉に	fireplace		Object		「に」は不要	
242	対象文	ヘンリの部屋は蒸し暑い	Henry of the room is hot and humid.					
242	情報源							
242	hasProperty	蒸し暑い	humid					
242	Who	ヘンリの部屋	room of Henry		Place			
243	対象文	ヘンリは椅子に座っていた	Henry was sitting in a chair.					
243	情報源							
243	hasPredicate	座っていた	sit					
243	Who	ヘンリ	Henry		Person			
243	On	椅子に	chair		Object		「に」は不要	
244	対象文	ヘンリは全身を丸めていた	Henry had rounded the whole body.					
244	情報源							
244	hasPredicate	丸めていた	round					
244	Who	ヘンリ	Henry		Person			
244	What	全身	whole body		Object			
245	対象文	ヘンリの顔はしわが多かった	Face of Henry wrinkles there were many.					
245	情報源							
245	hasPredicate	多かった	have					
245	Who	ヘンリの顔	face of Henry		Object			
245	What	しわ	wrinkle		Object			
246	対象文	ヘンリの顔は汚れていた	Face of Henry was dirty.					
246	情報源							
246	hasProperty	汚れていた	dirty					
246	Who	ヘンリの顔	face of Henry		Object			
247	対象文	ヘンリは昔は美男であった	Henry In the old days was a handsome man.					
247	情報源							
247	hasProperty	美男であった	handsome man					
247	Who	ヘンリ	Henry		Person			
247	When	昔	old days					
248	対象文	ヘンリは気難しい	Henry is grumpy.					
248	情報源							
248	hasProperty	気難しい	grumpy					
248	Who	ヘンリ	Henry		Person			
249	対象文	ヘンリはホームズとワトソンに怯えていた	Henry was frightened to Holmes and Watson.					
249	情報源							
249	hasPredicate	怯えていた	scare					
249	Who	ヘンリ	Henry		Person			
249	Whom	ホームズとワトソン	Holmes AND Watson		Person			
250	対象文	ホームズはヘンリに愛想よく話しかけた	Holmes spoke agreeable Henry.					
250	情報源							
250	hasPredicate	話しかけた	speak					
250	Who	ホームズ	Holmes		Person			
250	Whom	ヘンリ			Person		英訳が空文字列	
250	How	愛想よく	agreeable					
251	対象文	ホームズは以下をヘンリに伝えた	Holmes told the following to Henry.					
251	情報源							
251	hasPredicate	伝えた	tell					
251	Who	ホームズ	Holmes		Person			
251	What	252	252					
251	Whom	ヘンリ	Henry		Person			
252	対象文	ナンシィは事件の犯人と疑われている	Nancy are suspected of criminal incidents.					
252	情報源	ホームズの発言	Remark by Holmes					
252	hasPredicate	疑われている	beSuspected					
252	Who	ナンシィ	Nancy		Person			
252	What	事件の犯人	criminal of incident		Person			
253	対象文	ヘンリは震えた	Henry was trembling.					
253	情報源							
253	hasProperty	震えた	shiver					
253	Who	ヘンリ	Henry		Person			
254	対象文	ホームズは以下をヘンリに伝えた	Holmes told the following to Henry.					
254	情報源							
254	hasPredicate	伝えた	tell					
254	Who	ホームズ	Holmes		Person			
254	What	255	255					
254	Whom	ヘンリ	Henry		Person			
255	対象文	ナンシィは逮捕される	Nancy is arrested.					
255	情報源	ホームズの発言	Remark by Holmes					
255	hasPredicate	逮捕される	beArrested					
255	Who	ナンシィ	Nancy		Person			
256	対象文	ヘンリは以下を言った	Henry said the following:.					
256	情報源							
256	hasPredicate	言った	tell					
256	Who	ヘンリ	Henry		Person			
256	What	"257,258,259,260,262,263,264,265,266,267,268,269,270,271,272,273,275,276,277,279,280,281,282,283,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,302,303,304,306,307"						
257	対象文	ナンシィは犯人ではない	Nancy is not a criminal.					
257	情報源	ヘンリの発言	Remark by Henry					
257	hasProperty	犯人ではない	notCriminal					
257	Who	ナンシィ	Nancy		Person			
258	対象文	ヘンリは犯人ではない	Henry is not a criminal.					
258	情報源	ヘンリの発言	Remark by Henry					
258	hasProperty	犯人ではない	notCriminal					
258	Who	ヘンリ	Henry		Person			
259	対象文	バークリは贖罪のために自殺した	Berkeley was suicide for the sake of penance.					
259	情報源	ヘンリの発言	Remark by Henry					
259	hasPredicate	自殺した	commitSuicide					
259	Who	バークリ	Berkeley		Person			
259	Why	贖罪のため	atonement					
260	対象文	ヘンリはバークリ殺害の動機を持っていた	Henry had a motive for killing Berkeley.					
260	情報源	ヘンリの発言	Remark by Henry					
260	hasPredicate	持っていた	have					
260	Who	ヘンリ	Henry		Person			
260	What	バークリ殺害の動機	motive of killing Berkeley		Object			
262	対象文	ヘンリは30年前、ロイヤル・マロウズの第一大隊で一番の美男だった	"Henry is 30 years ago, it was the most handsome in the first battalion of the Royal Mallows."					
262	情報源	ヘンリの発言	Remark by Henry					
262	hasProperty	一番の美男だった	handsome					
262	Who	ヘンリ	Henry		Person			
262	Where	ロイヤル・マロウズの第一大隊	first battalion of Royal Mallows		Object			
262	When	30年前	30 years ago	1857-07-09				
263	対象文	ロイヤル・マロウズの第一大隊は30年前にインドのブーテーにいた	The first battalion of the Royal Mallows was Bute Nii of India 30 years ago.					
263	情報源	ヘンリの発言	Remark by Henry					
263	hasPredicate	いた	exist					
263	Who	ロイヤル・マロウズの第一大隊	first battalion of Royal Mallows		Object			
263	Where	インドの兵営	barrack of India		Place			
263	at the same time	264	264					
263	When	30年前	30 years ago	1857-07-09				
264	対象文	バークリとヘンリはロイヤル・マロウズの第一大隊の中隊で軍曹だった	Berkeley and Henry was a sergeant in the company of the first battalion of the Royal Mallows.					
264	情報源	ヘンリの発言	Remark by Henry					
264	hasProperty	軍曹だった	sergeant					
264	Who	バークリとヘンリ	Berkeley AND Henry		Person			
264	Where	ロイヤル・マロウズの第一大隊の中隊	company of first battalion of Royal Mallows		Object			
264	at the same time	265	265					
265	対象文	ナンシィはロイヤル・マロウズの第一大隊で一番の美女だった	Nancy was the most beautiful woman in the first battalion of the Royal Mallows.					
265	情報源	ヘンリの発言	Remark by Henry					
265	hasProperty	一番の美女だった	beautiful					
265	Who	ナンシィ	Nancy		Person			
265	Where	ロイヤル・マロウズの第一大隊	first battalion of Royal Mallows		Object			
265	at the same time	267	267					
266	対象文	ナンシィは軍旗軍曹の娘だった	Nancy was the daughter of ensign sergeant.					
266	情報源	ヘンリの発言	Remark by Henry					
266	hasPredicate	equalTo	equalTo					
266	Who	ナンシィ	Nancy		Person			
266	What	軍旗軍曹の娘	daughter of ensign sergeant		Person		具体的な名前がないか要確認	
267	対象文	バークリとヘンリはナンシィを愛していた	Berkeley and Henry loved the Nancy.					
267	情報源	ヘンリの発言	Remark by Henry					
267	hasPredicate	愛していた	love					
267	Who	バークリとヘンリ	Berkeley AND Henry		Person			
267	Whom	ナンシィ	Nancy		Person			
267	at the same time	268	268	1857-07-09				
268	対象文	ナンシィはヘンリを愛していた	Nancy had loved Henry.					
268	情報源	ヘンリの発言	Remark by Henry					
268	hasPredicate	愛していた	love					
268	Who	ナンシィ	Nancy		Person			
268	What	ヘンリ	Henry		Person			
268	at the same time	269	269	1857-07-09				
269	対象文	ナンシィとバークリは結婚を決められていた	Nancy and Berkeley had been decided to get married.					
269	情報源	ヘンリの発言	Remark by Henry					
269	hasPredicate	決められていた	beDecided					
269	Who	ナンシィとバークリ	Nancy AND Berkeley		Person	分割して良いのでは？		
269	What	結婚	marriage		Object			
269	Whom	ナンシィの父	father of Nancy		Person		具体的な名前がないか要確認	
269	at the same time	270	270	1857-07-09				
270	対象文	ヘンリは無鉄砲だった	Henry was reckless.					
270	情報源	ヘンリの発言	Remark by Henry					
270	hasProperty	無鉄砲だった	reckless					
270	Who	ヘンリ	Henry		Person			
270	at the same time	271	271	1857-07-09				
271	対象文	バークリは教養を持っていた	Berkeley had a liberal arts.					
271	情報源	ヘンリの発言	Remark by Henry					
271	hasProperty	教養がある	well‐educated					
271	Who	バークリ	Berkeley		Person			
271	at the same time	272	272	1857-07-09				
272	対象文	バークリは出世できた	Berkeley was able to get ahead.					
272	情報源	ヘンリの発言	Remark by Henry					
272	hasPredicate	出世できた	canGetAhead					
272	Who	バークリ	Berkeley		Person			
272	Because	271	271					
273	対象文	ヘンリは大反乱まで以下を思っていた	Henry was wondering the following to a Indian Rebellion.					
273	情報源	ヘンリの発言	Remark by Henry					
273	hasPredicate	思っていた	think					
273	Who	ヘンリ	Henry		Person			
273	When	大反乱まで	Indian Rebellion	1857-06-09			日英の対応が？	
273	What	274	274					
274	対象文	ヘンリはナンシィと結婚できる	Henry can marry Nancy.					
274	情報源	ヘンリの考え	Idea of Henry					
274	hasPredicate	結婚できる	canMarry					
274	Who	ヘンリ	Henry		Person			
274	Whom	ナンシィ	Nancy		Person			
275	対象文	ロイヤル・マロウズの第一大隊と文民はブーテーに籠城した	The first battalion and a civilian of the Royal Mallows was siege to Bute.					
275	情報源	ヘンリの発言	Remark by Henry					
275	hasPredicate	籠城した	beBesieged					
275	Who	ロイヤル・マロウズの第一大隊	first battalion of Royal Mallows		Object			
275	Who	文民	civilian		Person			
275	Where	兵営	barrack		Place		「インドの兵営」とは別物？	
275	Time			1857-07-09				
275	then	276	276					
276	対象文	ロイヤル・マロウズの第一大隊と文民は一万人の凶暴な逆徒達に囲まれていた	The first battalion and a civilian of the Royal Mallows had been surrounded by the ferocious Gyakuto our one million people.					
276	情報源	ヘンリの発言	Remark by Henry					
276	hasPredicate	囲まれていた	beSurrounded					
276	Who	ロイヤル・マロウズの第一大隊	first battalion of Royal Mallows		Object			
276	Who	文民	civilian		Person			
276	Whom	一万人の凶暴な逆徒達	10000 rebels		Person	typeはpersonにすべき？		
276	then	277	277					
277	対象文	ヘンリは以下を申し出た	Henry was offered the following.					
277	情報源	ヘンリの発言	Remark by Henry					
277	hasPredicate	申し出た	offer					
277	Who	ヘンリ	Henry		Person			
277	What	278	278					
277	then	279	279					
278	対象文	ヘンリが外と連絡を取る	To contact Henry is an outer.					
278	情報源	ヘンリの発言	Remark by Henry					
278	hasPredicate	連絡を取る	contact					
278	Who	ヘンリ	Henry		Person			
278	Whom	外と	outside		Place		「と」は不要	
279	対象文	バークリはヘンリに抜け道を教えた	Berkeley taught Henri about the way around.					
279	情報源	ヘンリの発言	Remark by Henry					
279	hasPredicate	教えた	tell					
279	Who	バークリ	Berkeley				typeはperson	
279	Whom	ヘンリ	Henry		Person			
279	What	抜け道	bypath		Place			
279	then	280	280					
280	対象文	ヘンリは外へ出た	Henry went out to the outside.					
280	情報源	ヘンリの発言	Remark by Henry					
280	hasPredicate	出た	go					
280	Who	ヘンリ	Henry		Person			
280	To	外へ	outside		Place		「へ」は不要	
280	From	兵営	barrack		Place		「インドの兵営」とは別物？	
280	How	抜け道	bypath					
280	then	281	281					
281	対象文	ヘンリは抜け道で逆徒達に待ち伏せられていた	Henry had been ambushed in Gyakuto us with loophole.					
281	情報源	ヘンリの発言	Remark by Henry					
281	hasPredicate	待ち伏せられていた	beAmbushed					
281	Who	ヘンリ	Henry		Person			
281	Where	抜け道で	bypath		Place		「で」は不要	
281	Whom	逆徒達	rebels		Person			
281	then	282	282					
281	why	284	284					
282	対象文	ヘンリは逆徒達に捕まった	Henry was caught in Gyakuto us.					
282	情報源	ヘンリの発言	Remark by Henry					
282	hasPredicate	捕まった	beCaught					
282	Who	ヘンリ	Henry		Person			
282	Whom	逆徒達	rebels		Person			
282	then	286	286					
283	対象文	ヘンリは以下を聞いた	Henry heard the following.					
283	情報源	ヘンリの発言	Remark by Henry					
283	hasPredicate	聞いた	hear					
283	Who	ヘンリ	Henry		Person			
283	What	284	284					
284	対象文	バークリがヘンリを逆徒達へ売った	Berkeley was selling Henry to Gyakuto us.					
284	情報源	ヘンリの発言	Remark by Henry					
284	hasPredicate	売った	sell					
284	Who	バークリ	Berkeley		Person			
284	What	ヘンリ	Henry		Person			
284	Whom	逆徒達	rebels		Person			
285	対象文	ロイヤル・マロウズの第一大隊と文民は助かった	The first battalion and a civilian of the Royal Mallows was survived.					
285	情報源	ヘンリの発言	Remark by Henry					
285	hasPredicate	助かった	beSaved					
285	Who	ロイヤル・マロウズの第一大隊	first battalion of Royal Mallows		Object			
285	Who	文民	civilian		Person			
285	at the same time	286	286					
286	対象文	ヘンリは逆徒達に連れていかれた	Henry was taken to Gyakuto us.					
286	情報源	ヘンリの発言	Remark by Henry					
286	hasPredicate	連れていかれた	beTaken					
286	Who	ヘンリ	Henry		Person			
286	Whom	逆徒達	rebels		Person			
286	then	287	287					
287	対象文	ヘンリは逆徒達に拷問をされた	Henry was tortured to Gyakuto us.					
287	情報源	ヘンリの発言	Remark by Henry					
287	hasPredicate	拷問された	beTortured					
287	Who	ヘンリ	Henry		Person			
287	Whom	逆徒達	rebels		Person			
287	then	288	288					
288	対象文	ヘンリの体は曲がった	Henry's body was bent.					
288	情報源	ヘンリの発言	Remark by Henry					
288	hasPredicate	曲がった	beBent					
288	Who	ヘンリの体	Henry		Object			
288	Why	287	287					
288	then	289	289					
289	対象文	ヘンリは逆徒達にネパールへ連れていかれた	Henry made their way brought to Nepal to Gyakuto us.					
289	情報源	ヘンリの発言	Remark by Henry					
289	hasPredicate	連れていかれた	beTaken					
289	Who	ヘンリ	Henry		Person			
289	Whom	逆徒達	rebels		Person			
289	To	ネパール	Nepal		Place			
289	then	290	290					
290	対象文	ヘンリは逆徒達にダージリンの先へ連れていかれた	Henry made their way brought to Darjeeling earlier Gyakuto us.					
290	情報源	ヘンリの発言	Remark by Henry					
290	hasPredicate	連れていかれた	beTaken					
290	Who	ヘンリ	Henry		Person			
290	Whom	逆徒達	rebels		Person			
290	To	ダージリンの先	end of Darjeeling		Place			
290	From	ネパール	Nepal		Place			
290	then	291	291					
291	対象文	逆徒達は山の民に殺された	Gyakuto who was killed the people of the mountain.					
291	情報源	ヘンリの発言	Remark by Henry					
291	hasPredicate	殺された	beKilled					
291	Who	逆徒達	rebels		Person			
291	Whom	山の民	dwellers of mountain		Person		293と表記ゆれあり	
291	then	292	292					
292	対象文	ヘンリは山の民の奴隷になった	Henry became a slave of the mountain people.					
292	情報源	ヘンリの発言	Remark by Henry					
292	hasPredicate	なった	become					
292	Who	ヘンリ	Henry		Person			
292	What	山の民の奴隷	slave of dwellers of mountain		Person		293と表記ゆれあり	
292	then	293	293					
293	対象文	ヘンリは山の民から逃げた	Henry fled from the mountain of the people.					
293	情報源	ヘンリの発言	Remark by Henry					
293	hasPredicate	逃げた	flee					
293	Who	ヘンリ	Henry		Person			
293	What	山の民	dwelleers of mountain		Person		291と表記ゆれあり	
293	then	294	294					
294	対象文	ヘンリはアフガンに行った	Henry went to Afghanistan.					
294	情報源	ヘンリの発言	Remark by Henry					
294	hasPredicate	行った	go					
294	Who	ヘンリ	Henry		Person			
294	To	アフガン	Afghanistan		Place			
294	then	295	295					
295	対象文	数年間、ヘンリはアフガンを放浪した	"Several years, Henry was wandering the Afghan."					
295	情報源	ヘンリの発言	Remark by Henry					
295	hasPredicate	放浪した	wander					
295	Who	ヘンリ	Henry		Person			
295	Where	アフガン	Afghanistan		Place			
295	When	数年間	several years					
296	then	296	296					
296	対象文	ヘンリはパンジャブへ行った	Henry went to Punjab.					
296	情報源	ヘンリの発言	Remark by Henry					
296	hasPredicate	行った	go					
296	Who	ヘンリ	Henry		Person			
296	To	パンジャブ	Punjab		Place			
296	then	297	297					
297	対象文	ヘンリはパンジャブで暮らした	Henry lived in Punjab.					
297	情報源	ヘンリの発言	Remark by Henry					
297	hasPredicate	暮らした	live					
297	Who	ヘンリ	Henry		Person			
297	Where	パンジャブ	Punjab		Place			
297	at the same time	298	298					
298	対象文	ヘンリは手品でお金を稼いだ	Henry earned money in the magic.					
298	情報源	ヘンリの発言	Remark by Henry					
298	hasPredicate	稼いだ	earn					
298	Who	ヘンリ	Henry		Person			
298	How	手品で	magic					
298	What	お金	money		Object			
299	対象文	ヘンリは以下を願った	Henry was hope the following.					
299	情報源	ヘンリの発言	Remark by Henry					
299	hasPredicate	願った	hope					
299	Who	ヘンリ	Henry		Person			
299	What	300	300					
300	対象文	ナンシィとヘンリの昔なじみは以下を思っている	Mukashinajimi of Nancy and Henry thinks the following.					
300	情報源	299	299					
300	hasPredicate	思っている	think					
300	Who	ナンシィとヘンリの昔なじみ	Nancy AND old friends of Henry		Person		具体的な名前がないか要確認	
300	What	301	301					
301	対象文	ヘンリが死んだ	Henry died.					
301	情報源	300	300					
301	hasPredicate	死んだ	die					
301	Who	ヘンリ	Henry		Person			
302	対象文	ヘンリはバークリに復讐したくない	Henry does not want to take revenge on Berkeley.					
302	情報源	256	256					
302	hasPredicate	復讐したくない	notWant to revenge					
302	Who	ヘンリ	Henry		Person			
302	Whom	バークリ	Berkeley		Person			
303	対象文	ヘンリはイングランドに帰りたかった	Henry wanted to return to England.					
303	情報源	256	256					
303	hasPredicate	帰りたかった	want to return					
303	Who	ヘンリ	Henry		Person			
303	Where	イングランド	England		Place			
304	対象文	ヘンリはハドソン街に行った	Henry went to Hudson Street.					
304	情報源	256	256					
304	hasPredicate	行った	go					
304	Who	ヘンリ	Henry		Person			
304	To	ハドソン街	Hudson street		Place			
306	対象文	ヘンリは手品を兵士に見せる	Henry is shown to the soldier magic tricks.					
306	情報源	256	256					
306	hasPredicate	見せる	show					
306	Who	ヘンリ	Henry		Person			
306	Whom	兵士	soldier		Person			
306	What	手品	magic		Object			
306	then	307	307					
307	対象文	それで、ヘンリはお金を稼ぐ	"So, Henry make money."					
307	情報源	256	256					
307	hasPredicate	稼ぐ	earn					
307	Who	ヘンリ	Henry		Person			
307	What	お金	money		Object			
309	対象文	ホームズは以下を言った	Holmes said the following:.					
309	情報源							
309	hasPredicate	言った	say					
309	Who	ホームズ	Holmes		Person			
309	What	"310,311,312,313,315,318,320,321,322,324,325,327,328,329,331,332,333,334,335,336,337"	"310,311,312,313,315,318,320,321,322,324,325,327,328,329,331,332,333,334,335,336,337"					
310	対象文	ナンシィとヘンリは話をした	Nancy and Henry talked.					
310	情報源	ホームズの発言	Remark by Holmes					
310	hasPredicate	話をした	talk					
310	Who	ナンシィ	Nancy		Person			
310	Whom	ヘンリ	Henry		Person			
310	then	311	311					
311	対象文	ナンシィとヘンリはバークリの行為に気づいた	Nancy and Henry noticed the act of Berkeley.					
311	情報源	ホームズの発言	Remark by Holmes					
311	hasPredicate	気づいた	understand					
311	Who	ナンシィとヘンリ	Nancy AND Henry		Person	分割して良いのでは？		
311	What	284	284					
312	対象文	ヘンリはナンシィに付いていった	Henry went with the Nancy.					
312	情報源	ホームズの発言	Remark by Holmes					
312	hasPredicate	付いていった	follow					
312	Who	ヘンリ	Henry		Person			
312	Whom	ナンシィ	Nancy		Person			
312	then	313	313					
313	対象文	ヘンリは大通りからナンシィとバークリの言い争いを見た	Henry saw the bickering of Nancy and Berkeley from the main street.					
313	情報源	ホームズの発言	Remark by Holmes					
313	hasPredicate	見た	see					
313	Who	ヘンリ	Henry		Person			
313	Where	大通りから	main street		Place		「から」は不要	
313	What	86	86					
313	then	315	315					
315	対象文	ヘンリは以下を見た	Henry saw the following.					
315	情報源	ホームズの発言	Remark by Holmes					
315	hasPredicate	見た	see					
315	Who	ヘンリ	Henry		Person			
315	What	316	316					
315	then	318	318					
316	対象文	ナンシィは以下を非難した	Nancy condemned the following.					
316	情報源	ホームズの発言	Remark by Holmes					
316	hasPredicate	非難した	blame					
316	Who	ナンシィ	Nancy		Person			
316	What	317	317					
317	対象文	バークリは逆徒にヘンリを売った	Berkeley has sold Henry to Gyakuto.					
317	情報源	ホームズの発言	Remark by Holmes					
317	hasPredicate	売った	sell					
317	Who	バークリ	Berkeley		Person			
317	Whom	逆徒	rebels		Person		"「逆徒」と「逆徒達」に違いがあるか要確認
 英訳は「達」の有無で区別なし"	
317	What	ヘンリ	Henry		Person			
317	When	1857年7月9日	1857-07-09	1857-07-09			日本語が「1857-07-09」という記載だとエラーが出るので修正(2019･10･26古崎）	
318	対象文	ヘンリはナンシィとバークリの言い争いを止めようとした	Henry tried to stop the bickering of Nancy and Berkeley.					
318	情報源	ホームズの発言	Remark by Holmes					
318	hasPredicate	止めようとした	try to stop					
318	Who	ヘンリ	Henry		Person			
318	What	ナンシィとバークリの言い争い	86		Object			
318	then	320	320					
320	対象文	ヘンリは居間の部屋に入った	Henry entered the room in the living room.					
320	情報源	ホームズの発言	Remark by Holmes					
320	hasPredicate	入った	enter					
320	Who	ヘンリ	Henry		Person			
320	Where	居間の部屋	living room		Place			
321	対象文	バークリはヘンリを見た	Berkeley saw Henry.					
321	情報源	ホームズの発言	Remark by Holmes					
321	hasPredicate	見た	see					
321	Who	バークリ	Berkeley		Person			
321	What	ヘンリ	Henry		Person			
321	then	322	322					
322	対象文	バークリは自殺した	Berkeley was suicide.					
322	情報源	ホームズの発言	Remark by Holmes					
322	hasPredicate	殺した	kill					
322	Who	バークリ	Berkeley		Person			
322	then	324	324					
322	Whom	バークリ	Berkeley		Person			
324	対象文	ナンシィは気絶した	Nancy fainted.					
324	情報源	ホームズの発言	Remark by Holmes					
324	hasPredicate	気絶した	faint					
324	Who	ナンシィ	Nancy		Person			
325	対象文	ヘンリは以下を思った	Henry thought the following.					
325	情報源	ホームズの発言	Remark by Holmes					
325	hasPredicate	思った	think					
325	Who	ヘンリ	Henry		Person			
325	What	326	326					
326	対象文	ヘンリは助けを呼ぶ	Henry is call for help.					
326	情報源	ヘンリの考え	Idea of Henry					
326	hasPredicate	呼ぶ	call					
326	Who	ヘンリ	Henry		Person			
326	What	助け	help					
327	対象文	ヘンリはナンシィから居間の部屋の鍵を取った	Henry took the key to the living room of the room from Nancy.					
327	情報源	ホームズの発言	Remark by Holmes					
327	hasPredicate	取った	take					
327	Who	ヘンリ	Henry		Person			
327	Whom	ナンシィ	Nancy		Person			
327	What	居間の部屋の鍵	key of living room		Object			
327	However	328	328					
328	対象文	ヘンリは助けを呼ばなかった	Henry was not called for help.					
328	情報源	ホームズの発言	Remark by Holmes					
328	hasPredicate	呼ばなかった	notCall					
328	Who	ヘンリ	Henry		Person			
328	What	助け	help		Object			
328	Why	329	329					
329	対象文	ヘンリは以下を恐れた	Henry was afraid the following.					
329	情報源	ホームズの発言	Remark by Holmes					
329	hasPredicate	恐れた	afraid					
329	Who	ヘンリ	Henry		Person			
329	What	330	330					
330	対象文	ヘンリは犯人と思われる	Henry seems to be the culprit.					
330	情報源	ヘンリの考え	Idea of Henry					
330	hasPredicate	疑われる	beSuspected					
330	Who	ヘンリ	Henry		Person			
330	What	犯人	criminal		Person		252の「事件の犯人」と区別すべき？	
331	対象文	ヘンリはヘンリの秘密を明かしたくなかった	Henry did not want to reveal the secrets of Henry.					
331	情報源	ホームズの発言	Remark by Holmes					
331	hasPredicate	明かしたくなかった	not want to reveal					
331	Who	ヘンリ	Henry		Person			
331	What	ヘンリの秘密	secret of Henry		Object			
332	対象文	ヘンリは鍵を持って逃げた	Henry fled with a key.					
332	情報源	ホームズの発言	Remark by Holmes					
332	hasPredicate	逃げた	flee					
332	Who	ヘンリ	Henry		Person			
332	How	鍵を持って	with key					
333	対象文	ヘンリはテディを抑えた	Henry was suppressed Teddy.					
333	情報源	ホームズの発言	Remark by Holmes					
333	hasPredicate	抑えた	suppress					
333	Who	ヘンリ	Henry		Person			
333	What	テディ	Teddy		Animal		テディ→獣ではどうか？	
333	then	334	334					
334	対象文	ヘンリは杖を落とした	Henry dropped his cane.					
334	情報源	ホームズの発言	Remark by Holmes					
334	hasPredicate	落とした	drop					
334	Who	ヘンリ	Henry		Person			
334	What	杖	stick		Object			
334	then	335	335					
335	対象文	テディは窓掛けに上った	Teddy went up to windowing.					
335	情報源	ホームズの発言	Remark by Holmes					
335	hasPredicate	上った	climb					
335	Who	テディ	Teddy		Animal			
335	To	窓掛け	curtain		Object			
335	then	336	336					
336	対象文	ヘンリはテディを箱へ入れた	Henry was put Teddy into the box.					
336	情報源	ホームズの発言	Remark by Holmes					
336	hasPredicate	入れた	put into					
336	Who	ヘンリ	Henry		Person			
336	What	テディ	Teddy		Animal			
336	Where	箱へ	box		Object		「へ」は不要	
336	then	337	337					
337	対象文	ヘンリは居間の部屋から離れた	Henry was away from the living room of the room.					
337	情報源	ホームズの発言	Remark by Holmes					
337	hasPredicate	離れた	leave					
337	Who	ヘンリ	Henry		Person			
337	Where	居間の部屋	living room		Place			
338	対象文	ホームズはヘンリにテディについて尋ねた	Holmes was asked about Teddy to Henry.					
338	情報源							
338	hasPredicate	尋ねた	ask					
338	Who	ホームズ	Holmes		Person			
338	Whom	ヘンリ	Henry		Person			
338	What	テディについて	Teddy		Animal		「について」は不要	
339	対象文	ヘンリは檻から獣を出した	Henry put the beast out of the cage.					
339	情報源							
339	hasPredicate	出した	put out					
339	Who	ヘンリ	Henry		Person			
339	From	檻	cage		Object			
339	What	獣	beast		Animal			
340	対象文	獣は赤茶の毛を持っている	Beast has the hair of red tea.					
340	情報源							
340	hasProperty	reddish brown	reddish brown					
340	Who	獣の毛	hair of beast		Object			
341	対象文	獣は細い	Beast is thin.					
341	情報源							
341	hasProperty	細い	thin					
341	Who	獣	beast		Animal			
342	対象文	獣はしなやかである	Beast is a supple.					
342	情報源							
342	hasProperty	しなやかである	supple					
342	Who	獣	beast		Animal			
343	対象文	獣はオコジョの足を持っている	Beast has a foot of ermine.					
343	情報源							
343	hasPredicate	持っている	have					
343	Who	獣	beast		Animal			
343	What	オコジョの足	foot of ermine		Object			
344	対象文	獣は長細い鼻を持っている	Beast has a long thin nose.					
344	情報源							
344	hasProperty	長細い	long					
344	Who	獣の鼻	nose of beast		Object			
345	対象文	獣は真っ赤な目を持っている	Beast has a bright red eyes.					
345	情報源							
345	hasProperty	真っ赤な目	red					
345	Who	獣の目	eye of beast		Object			
346	対象文	ホームズは以下を言った	Holmes said the following:.					
346	情報源							
346	hasPredicate	言った	say					
346	Who	ホームズ	Holmes		Person			
346	What	347	357					
347	対象文	獣はマングースである	Beast is a mongoose.					
347	情報源	ホームズの発言	Remark by Holmes					
347	hasPredicate	equalTo	equalTo					
347	Who	獣	beast		Animal			
347	What	マングース	mongoose		Animal			
348	対象文	ヘンリは以下を言った	Henry said the following:.					
348	情報源							
348	hasPredicate	言った	say					
348	Who	ヘンリ	Henry		Person			
348	What	349	349					
349	対象文	マングースはイクヌーモンとも呼ばれる	Mongoose is also referred to as a Ikunumon.					
349	情報源	ヘンリの発言	Remark by Henry					
349	hasPredicate	equalTo	equalTo					
349	Who	マングース	mongoose		Animal			
349	What	イクヌーモン	ichneumon		Animal			
350	対象文	ヘンリは獣をヘビトリと呼んでいる	Henry is calling the Hebitori the beast.					
350	情報源							
350	hasPredicate	呼んでいる	call					
350	Who	ヘンリ	Henry		Person			
350	What	獣	beast		Animal			
350	What	ヘビトリ	snake killer		Animal			
351	対象文	獣はテディである	Beast is a Teddy.					
351	情報源							
351	hasPredicate	equalTo	equalTo					
351	Who	獣	beast		Animal			
351	What	Teddy	Teddy		Animal		「原文」が英語	
352	対象文	テディはコブラを捕まえる	Teddy catch a cobra.					
352	情報源							
352	hasPredicate	捕まえる	hunt					
352	Who	テディ	Teddy		Animal			
352	What	コブラ	cobra		Animal			
353	対象文	毎晩、テディは牙のないコブラを捕まえている	"Every night, Teddy has caught the cobra no fangs."					
353	情報源							
353	hasPredicate	捕まえている	hunt					
353	When	毎晩	every night					
353	Who	テディ	Teddy		Animal			
353	What	牙のないコブラ	cobra		Animal		英訳：「牙のない」は表現不要？	
355	対象文	毎晩、テディは兵士たちを喜ばせている	"Every night, and Teddy delight soldiers."					
355	情報源							
355	hasPredicate	喜ばせている	please					
355	When	毎晩	every night					
355	Who	テディ	Teddy		Animal			
355	What	兵士たち	soldiers		Person	複数でもtypeはperson?		
356	対象文	以下の時に、ヘンリはホームズを助ける	"At the time of the following, Henry will help Holmes."					
356	情報源							
356	hasPredicate	助ける	help					
356	Who	ヘンリ	Henry		Person			
356	What	ホームズ	Holmes		Person			
356	if	357	357					
