ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
238	Who	葉巻パイプ	True		〇	〇	〇
238	hasPredicate	無かった	True	hasProperty	〇	〇	〇
238	Obj	ブレッシントンの部屋	True	Where	〇	〇	〇
239	対象文	葉巻入れは上着のかくしの中に入っていた			〇	〇	×
239	Who	葉巻入れ	True		〇	〇	×
239	hasPredicate	入っていた	True	hasProperty	〇	〇	×
239	Obj	上着のかくしの中	False	判別不能	〇	〇	×
240	対象文	一本の葉巻は葉巻入れの中に残っていた			〇	〇	×
240	Who	一本の葉巻	True		〇	〇	×
240	hasPredicate	残っていた	True	hasProperty	〇	〇	×
240	Obj	葉巻入れの中	False	判別不能	〇	〇	×
241	対象文	ホームズは残っていた葉巻を嗅いだ			〇	〇	〇
241	Who	ホームズ	True		〇	〇	〇
241	hasPredicate	嗅いだ	True	hasPredicate	〇	〇	〇
241	Obj	残っていた葉巻	True	What	〇	〇	〇
242	対象文	ホームズは以下を言った			〇	〇	×
242	Who	ホームズ	True		〇	〇	×
242	hasPredicate	言った	True	hasPredicate	〇	〇	×
242	Obj	以下	False	判別不能	〇	〇	×
243	対象文	残っていた葉巻はバナナの香りがする			〇	〇	無
243	Who	残っていた葉巻	True		〇	〇	無
243	hasPredicate	バナナの香りがする	True	hasProperty	〇	〇	無
244	対象文	吸い殻の葉巻は東インドの植民地から輸入された代物である			〇	×	無
244	Who	吸い殻の葉巻	True		〇	×	無
244	hasPredicate	東インドの植民地から輸入された代物である	False		〇	×	無
245	対象文	残っていた葉巻の種類と吸い殻の葉巻の種類は異なる			〇	〇	無
245	Who	残っていた葉巻の種類	True		〇	〇	無
245	Who	吸い殻の葉巻の種類	True		〇	〇	無
245	hasPredicate	異なる	True	hasProperty	〇	〇	無
246	対象文	吸い殻の葉巻は長さの割に細い			〇	〇	無
246	Who	吸い殻の葉巻	True		〇	〇	無
246	hasPredicate	長さの割に細い	True	hasProperty	〇	〇	無
247	対象文	2つの吸い殻はパイプを使って吸われたものである			〇	×	無
247	Who	2つの吸い殻	True		〇	×	無
247	hasPredicate	パイプを使って吸われたものである	False		〇	×	無
248	対象文	別の2つの吸い殻はパイプを使って吸われたものではない			〇	×	無
248	Who	別の2つの吸い殻	True		〇	×	無
248	hasPredicate	パイプを使って吸われたものではない	False		〇	×	無
249	対象文	2つの吸い殻はあまり鋭くない刃物を使って切られている			〇	×	無
249	Who	2つの吸い殻	True		〇	×	無
249	hasPredicate	あまり鋭くない刃物を使って切られている	False		〇	×	無
250	対象文	別の2つの吸い殻は丈夫な歯を使って噛み切られている			〇	×	無
250	Who	別の2つの吸い殻	True		〇	×	無
250	hasPredicate	丈夫な歯を使って噛み切られている	False		〇	×	無
251	対象文	ブレッシントンは自殺していない			〇	〇	無
251	Who	ブレッシントン	True		〇	〇	無
251	hasPredicate	自殺していない	True	hasProperty	〇	〇	無
252	対象文	ブレッシントンは巧妙に仕組まれた方法で殺害された			〇	〇	×
252	Who	ブレッシントン	True		〇	〇	×
252	hasPredicate	殺害された	True	hasPredicate	〇	〇	×
252	Obj	巧妙に仕組まれた方法	False	判別不能	〇	〇	×
253	対象文	首をくくった死体は、発見時の様子である			〇	×	無
253	Who	首をくくった死体	True		〇	×	無
253	hasPredicate	発見時の様子である	False		〇	×	無
254	対象文	犯人は正面玄関から入った			〇	〇	〇
254	Who	犯人	True		〇	〇	〇
254	hasPredicate	入った	True	hasPredicate	〇	〇	〇
254	Obj	正面玄関	True	From	〇	〇	〇
255	対象文	犯人は出た後、閂をかけた			×	〇	△
255	Who		False		×	〇	△
255	hasPredicate	かけた	True	hasPredicate	×	〇	△
255	Obj	犯人は出た後	False	判別不能	×	〇	△
255	Obj	閂	True	What	×	〇	△
256	対象文	ホームズは戸の鍵を調べた			〇	〇	〇
256	Who	ホームズ	True		〇	〇	〇
256	hasPredicate	調べた	True	hasPredicate	〇	〇	〇
256	Obj	戸の鍵	True	What	〇	〇	〇
257	対象文	ホームズはパーシィ・トリヴェリアンに綱の事を尋ねた			〇	〇	〇
257	Who	ホームズ	True		〇	〇	〇
257	hasPredicate	尋ねた	True	hasPredicate	〇	〇	〇
257	Obj	パーシィ・トリヴェリアン	True	To	〇	〇	〇
257	Obj	綱の事	True	What	〇	〇	〇
258	対象文	パーシィ・トリヴェリアンは以下を言った			〇	〇	×
258	Who	パーシィ・トリヴェリアン	True		〇	〇	×
258	hasPredicate	言った	True	hasPredicate	〇	〇	×
258	Obj	以下	False	判別不能	〇	〇	×
259	対象文	ブレッシントンは大きな綱の輪を切って使った			〇	×	無
259	Who	ブレッシントン	True		〇	×	無
259	hasPredicate	大きな綱の輪を切って使った	False		〇	×	無
260	対象文	大きな綱の輪はブレッシントンの寝台の下に置いてある			〇	〇	×
260	Who	大きな綱の輪	True		〇	〇	×
260	hasPredicate	置いてある	True	hasProperty	〇	〇	×
260	Obj	ブレッシントンの寝台の下	False	判別不能	〇	〇	×
261	対象文	ブレッシントンは家事の時、大きな綱の輪を使って逃げるつもりだった			〇	×	無
261	Who	ブレッシントン	True		〇	×	無
261	hasPredicate	家事の時、大きな綱の輪を使って逃げるつもりだった	False		〇	×	無
262	対象文	ホームズは以下を言った			〇	〇	×
262	Who	ホームズ	True		〇	〇	×
262	hasPredicate	言った	True	hasPredicate	〇	〇	×
262	Obj	以下	False	判別不能	〇	〇	×
263	対象文	大きな綱の輪はブレッシントンを救うはずのものであった			〇	×	無
263	Who	大きな綱の輪	True		〇	×	無
263	hasPredicate	ブレッシントンを救うはずのものであった	False		〇	×	無
264	対象文	事実関係ははっきりしている			〇	〇	無
264	Who	事実関係	True		〇	〇	無
264	hasPredicate	はっきりしている	True	hasProperty	〇	〇	無
265	対象文	事件の疑わしい点は無い			〇	〇	無
265	Who	事件の疑わしい点	True		〇	〇	無
265	hasPredicate	無い	True	hasProperty	〇	〇	無
266	対象文	事件の時、3番目の人物と初老の男と若い男はブレッシントンの部屋にいた			〇	〇	〇
266	Who	3番目の人物	True		〇	〇	〇
266	Who	初老の男	True		〇	〇	〇
266	Who	若い男	True		〇	〇	〇
266	hasPredicate	いた	True	hasProperty	〇	〇	〇
266	Obj	事件の時	True	When	〇	〇	〇
266	Obj	ブレッシントンの部屋	True	Where	〇	〇	〇
267	対象文	3番目の人物は初老の男と若い男を家の中に案内した			〇	〇	〇
267	Who	3番目の人物	True		〇	〇	〇
267	hasPredicate	案内した	True	hasPredicate	〇	〇	〇
267	Obj	初老の男	True	What	〇	〇	〇
267	Obj	若い男	True	What	〇	〇	〇
267	Obj	家の中	True	To	〇	〇	〇
268	対象文	3番目の人物は手伝いの少年である			〇	〇	無
268	Who	3番目の人物	True		〇	〇	無
268	hasPredicate	手伝いの少年である	True	hasProperty	〇	〇	無
269	対象文	パーシィ・トリヴェリアンは以下を言った			〇	〇	×
269	Who	パーシィ・トリヴェリアン	True		〇	〇	×
269	hasPredicate	言った	True	hasPredicate	〇	〇	×
269	Obj	以下	False	判別不能	〇	〇	×
270	対象文	手伝いの少年は見当たらない			〇	〇	無
270	Who	手伝いの少年	True		〇	〇	無
270	hasPredicate	見当たらない	True	hasProperty	〇	〇	無
271	対象文	ホームズは以下を言った			〇	〇	×
271	Who	ホームズ	True		〇	〇	×
271	hasPredicate	言った	True	hasPredicate	〇	〇	×
271	Obj	以下	False	判別不能	〇	〇	×
272	対象文	手伝いの少年は事件の重要な役を担っている			〇	〇	〇
272	Who	手伝いの少年	True		〇	〇	〇
272	hasPredicate	担っている	True	hasProperty	〇	〇	〇
272	Obj	事件の重要な役	True	What	〇	〇	〇
273	対象文	事件の時、初老の男と若い男と手伝いの少年はつま先立ちで階段をのぼった			〇	〇	△
273	Who	初老の男	True		〇	〇	△
273	Who	若い男	True		〇	〇	△
273	Who	手伝いの少年	True		〇	〇	△
273	hasPredicate	のぼった	True	hasPredicate	〇	〇	△
273	Obj	事件の時	True	When	〇	〇	△
273	Obj	つま先立ち	False	判別不能	〇	〇	△
273	Obj	階段	True	What	〇	〇	△
274	対象文	初老の男は先頭を歩いた			〇	〇	〇
274	Who	初老の男	True		〇	〇	〇
274	hasPredicate	歩いた	True	hasPredicate	〇	〇	〇
274	Obj	先頭	True	Where	〇	〇	〇
275	対象文	若い男は真ん中を歩いた			〇	〇	〇
275	Who	若い男	True		〇	〇	〇
275	hasPredicate	歩いた	True	hasPredicate	〇	〇	〇
275	Obj	真ん中	True	Where	〇	〇	〇
276	対象文	手伝いの少年は最後尾を歩いた			〇	〇	〇
276	Who	手伝いの少年	True		〇	〇	〇
276	hasPredicate	歩いた	True	hasPredicate	〇	〇	〇
276	Obj	最後尾	True	Where	〇	〇	〇
277	対象文	初老の男と若い男と手伝いの少年は以下を気づいた			〇	〇	×
277	Who	初老の男	True		〇	〇	×
277	Who	若い男	True		〇	〇	×
277	Who	手伝いの少年	True		〇	〇	×
277	hasPredicate	気づいた	True	hasPredicate	〇	〇	×
277	Obj	以下	False	判別不能	〇	〇	×
278	対象文	ブレッシントンの部屋の鍵はかかっている			〇	〇	無
278	Who	ブレッシントンの部屋の鍵	True		〇	〇	無
278	hasPredicate	かかっている	True	hasProperty	〇	〇	無
279	対象文	初老の男と若い男と手伝いの少年は針金を使って鍵をこじ開けた			〇	×	〇
279	Who	初老の男	True		〇	×	〇
279	Who	若い男	True		〇	×	〇
279	Who	手伝いの少年	True		〇	×	〇
279	hasPredicate	針金を使って鍵をこじ開けた	False		〇	×	〇
279	Obj	鍵	True	What	〇	×	〇
280	対象文	鍵穴のなかに引っかき傷が存在する			〇	〇	〇
280	Who	引っかき傷	True		〇	〇	〇
280	hasPredicate	存在する	True	hasProperty	〇	〇	〇
280	Obj	鍵穴のなか	True	Where	〇	〇	〇
281	対象文	初老の男と若い男と手伝いの少年はブレッシントンの部屋に侵入した			〇	〇	〇
281	Who	初老の男	True		〇	〇	〇
281	Who	若い男	True		〇	〇	〇
281	Who	手伝いの少年	True		〇	〇	〇
281	hasPredicate	侵入した	True	hasPredicate	〇	〇	〇
281	Obj	ブレッシントンの部屋	True	To	〇	〇	〇
282	対象文	初老の男と若い男と手伝いの少年はブレッシントンを縛った			〇	〇	〇
282	Who	初老の男	True		〇	〇	〇
282	Who	若い男	True		〇	〇	〇
282	Who	手伝いの少年	True		〇	〇	〇
282	hasPredicate	縛った	True	hasPredicate	〇	〇	〇
282	Obj	ブレッシントン	True	What	〇	〇	〇
283	対象文	ブレッシントンの声は聞こえなかった			〇	〇	無
283	Who	ブレッシントンの声	True		〇	〇	無
283	hasPredicate	聞こえなかった	True	hasProperty	〇	〇	無
284	対象文	ブレッシントンの部屋の壁は厚い			〇	〇	無
284	Who	ブレッシントンの部屋の壁	True		〇	〇	無
284	hasPredicate	厚い	True	hasProperty	〇	〇	無
285	対象文	初老の男と若い男と手伝いの少年は断罪の手段を相談した			〇	〇	〇
285	Who	初老の男	True		〇	〇	〇
285	Who	若い男	True		〇	〇	〇
285	Who	手伝いの少年	True		〇	〇	〇
285	hasPredicate	相談した	True	hasPredicate	〇	〇	〇
285	Obj	断罪の手段	True	What	〇	〇	〇
286	対象文	初老の男と若い男と手伝いの少年はブレッシントンの部屋にしばらくの間とどまった			〇	×	△
286	Who	初老の男	True		〇	×	△
286	Who	若い男	True		〇	×	△
286	Who	手伝いの少年	True		〇	×	△
286	hasPredicate	とどまった	False		〇	×	△
286	Obj	ブレッシントンの部屋	True	Where	〇	×	△
286	Obj	しばらくの間	False	判別不能	〇	×	△
287	対象文	初老の男と若い男と手伝いの少年は葉巻を吸った			〇	〇	〇
287	Who	初老の男	True		〇	〇	〇
287	Who	若い男	True		〇	〇	〇
287	Who	手伝いの少年	True		〇	〇	〇
287	hasPredicate	吸った	True	hasPredicate	〇	〇	〇
287	Obj	葉巻	True	What	〇	〇	〇
288	対象文	初老の男は椅子に座った			〇	〇	〇
288	Who	初老の男	True		〇	〇	〇
288	hasPredicate	座った	True	hasPredicate	〇	〇	〇
288	Obj	椅子	True	On	〇	〇	〇
289	対象文	初老の男は葉巻パイプを使って葉巻を吸った			〇	×	〇
289	Who	初老の男	True		〇	×	〇
289	hasPredicate	葉巻パイプを使って葉巻を吸った	False		〇	×	〇
289	Obj	葉巻	True	What	〇	×	〇
290	対象文	若い男は灰を叩き落とした			〇	〇	〇
290	Who	若い男	True		〇	〇	〇
290	hasPredicate	叩き落とした	True	hasPredicate	〇	〇	〇
290	Obj	灰	True	What	〇	〇	〇
291	対象文	手伝いの少年は歩き回っていた			〇	〇	無
291	Who	手伝いの少年	True		〇	〇	無
291	hasPredicate	歩き回っていた	True	hasPredicate	〇	〇	無
292	対象文	ブレッシントンの絞首刑は準備されていた			〇	〇	無
292	Who	ブレッシントンの絞首刑	True		〇	〇	無
292	hasPredicate	準備されていた	True	hasPredicate	〇	〇	無
293	対象文	初老の男と若い男と手伝いの少年は絞首刑台の変わりの道具をねじとねじ回しを使って固定する予定だった			〇	×	無
293	Who	初老の男	True		〇	×	無
293	Who	若い男	True		〇	×	無
293	Who	手伝いの少年	True		〇	×	無
293	hasPredicate	絞首刑台の変わりの道具をねじとねじ回しを使って固定する予定だった	False		〇	×	無
294	対象文	初老の男と若い男と手伝いの少年はブレッシントンの絞首刑を金具を使って実行した			〇	×	〇
294	Who	初老の男	True		〇	×	〇
294	Who	若い男	True		〇	×	〇
294	Who	手伝いの少年	True		〇	×	〇
294	hasPredicate	金具を使って実行した	False		〇	×	〇
294	Obj	ブレッシントンの絞首刑	True	What	〇	×	〇
295	対象文	ブレッシントンの絞首刑の後、初老の男と若い男は逃げた			〇	〇	〇
295	Who	初老の男	True		〇	〇	〇
295	Who	若い男	True		〇	〇	〇
295	hasPredicate	逃げた	True	hasPredicate	〇	〇	〇
295	Obj	ブレッシントンの絞首刑の後	True	When	〇	〇	〇
296	対象文	ブレッシントンの絞首刑の後、手伝いの少年は閂をかけた			〇	〇	〇
296	Who	手伝いの少年	True		〇	〇	〇
296	hasPredicate	かけた	True	hasPredicate	〇	〇	〇
296	Obj	ブレッシントンの絞首刑の後	True	When	〇	〇	〇
296	Obj	閂	True	What	〇	〇	〇
297	対象文	ホームズとワトソンはベイカー街に行った			〇	〇	〇
297	Who	ホームズ	True		〇	〇	〇
297	Who	ワトソン	True		〇	〇	〇
297	hasPredicate	行った	True	hasPredicate	〇	〇	〇
297	Obj	ベイカー街	True	To	〇	〇	〇
298	対象文	ホームズは以下を言った			〇	〇	×
298	Who	ホームズ	True		〇	〇	×
298	hasPredicate	言った	True	hasPredicate	〇	〇	×
298	Obj	以下	False	判別不能	〇	〇	×
299	対象文	3時までにホームズは帰ってくる			×	×	無
299	Who		False		×	×	無
299	hasPredicate	3時までにホームズは帰ってくる	False		×	×	無
300	対象文	ラーナ警部とパーシィ・トリヴェリアンはホームズを尋ねてくるだろう			×	×	無
300	Who		False		×	×	無
300	hasPredicate	ラーナ警部とパーシィ・トリヴェリアンはホームズを尋ねてくるだろう	False		×	×	無
301	対象文	ホームズは不明瞭なことを調べる			〇	〇	〇
301	Who	ホームズ	True		〇	〇	〇
301	hasPredicate	調べる	True	hasPredicate	〇	〇	〇
301	Obj	不明瞭なこと	True	What	〇	〇	〇
302	対象文	ラーナ警部は以下を言った			〇	〇	×
302	Who	ラーナ警部	True		〇	〇	×
302	hasPredicate	言った	True	hasPredicate	〇	〇	×
302	Obj	以下	False	判別不能	〇	〇	×
303	対象文	ラーナ警部は手伝いの少年を捕まえた			〇	〇	〇
303	Who	ラーナ警部	True		〇	〇	〇
303	hasPredicate	捕まえた	True	hasPredicate	〇	〇	〇
303	Obj	手伝いの少年	True	What	〇	〇	〇
304	対象文	初老の男と若い男と手伝いの少年とブレッシントンはワージントン銀行強盗団である			〇	×	無
304	Who	初老の男	True		〇	×	無
304	Who	若い男	True		〇	×	無
304	Who	手伝いの少年	True		〇	×	無
304	Who	ブレッシントン	True		〇	×	無
304	hasPredicate	ワージントン銀行強盗団である	False		〇	×	無
305	対象文	ブレッシントンはサットンである			〇	〇	無
305	Who	ブレッシントン	True		〇	〇	無
305	hasPredicate	サットンである	True	hasProperty	〇	〇	無
306	対象文	ワージントン銀行の強盗団は5人である			〇	〇	無
306	Who	ワージントン銀行の強盗団	True		〇	〇	無
306	hasPredicate	5人である	True	hasProperty	〇	〇	無
307	対象文	5人目の男はカートライトという			〇	×	×
307	Who	5人目の男	True		〇	×	×
307	hasPredicate	いう	False		〇	×	×
307	Obj	カートライト	False	判別不能	〇	×	×
308	対象文	ワーシンドン銀行の大事件のとき、トウビンという管理人は殺された			×	〇	×
308	Who	トウビン	False		×	〇	×
308	Who	いう管理人	False		×	〇	×
308	hasPredicate	殺された	True	hasPredicate	×	〇	×
308	Obj	ワーシンドン銀行の大事件のとき	False	判別不能	×	〇	×
309	対象文	強盗団は７０００ポンドを持って逃げた			〇	×	無
309	Who	強盗団	True		〇	×	無
309	hasPredicate	７０００ポンドを持って逃げた	False		〇	×	無
310	対象文	ワーシンドン銀行の大事件は１８７５年に起こった			〇	〇	〇
310	Who	ワーシンドン銀行の大事件	True		〇	〇	〇
310	hasPredicate	起こった	True	hasProperty	〇	〇	〇
310	Obj	１８７５年	True	When	〇	〇	〇
311	対象文	強盗団全員が捕まえられた			〇	〇	無
311	Who	強盗団全員	True		〇	〇	無
311	hasPredicate	捕まえられた	True	hasPredicate	〇	〇	無
312	対象文	ワーシンドン銀行の大事件の証拠は決め手に欠けていた			〇	〇	〇
312	Who	ワーシンドン銀行の大事件の証拠	True		〇	〇	〇
312	hasPredicate	欠けていた	True	hasProperty	〇	〇	〇
312	Obj	決め手	True	What	〇	〇	〇
313	対象文	ブレッシントンは一番の悪党である			〇	〇	無
313	Who	ブレッシントン	True		〇	〇	無
313	hasPredicate	一番の悪党である	True	hasProperty	〇	〇	無
314	対象文	ブレッシントンは寝返った			〇	〇	無
314	Who	ブレッシントン	True		〇	〇	無
314	hasPredicate	寝返った	True	hasPredicate	〇	〇	無
315	対象文	ブレッシントンはワーシンドン銀行の大事件の証拠をばらした			〇	〇	〇
315	Who	ブレッシントン	True		〇	〇	〇
315	hasPredicate	ばらした	True	hasPredicate	〇	〇	〇
315	Obj	ワーシンドン銀行の大事件の証拠	True	What	〇	〇	〇
316	対象文	カートライトは絞首刑となった			〇	×	×
316	Who	カートライト	True		〇	×	×
316	hasPredicate	なった	False		〇	×	×
316	Obj	絞首刑	False	判別不能	〇	×	×
317	対象文	初老の男と初老の男と手伝いの少年は14年の禁錮を受けた			〇	〇	〇
317	Who	初老の男	True		〇	〇	〇
317	Who	初老の男	True		〇	〇	〇
317	Who	手伝いの少年	True		〇	〇	〇
317	hasPredicate	受けた	True	hasPredicate	〇	〇	〇
317	Obj	14年の禁錮	True	What	〇	〇	〇
318	対象文	初老の男と若い男と手伝いの少年は刑期より早く釈放された			〇	〇	無
318	Who	初老の男	True		〇	〇	無
318	Who	若い男	True		〇	〇	無
318	Who	手伝いの少年	True		〇	〇	無
318	hasPredicate	刑期より早く釈放された	True	hasProperty	〇	〇	無
319	対象文	初老の男と若い男と手伝いの少年はブレッシントンを仇討ちしようとした			〇	×	無
319	Who	初老の男	True		〇	×	無
319	Who	若い男	True		〇	×	無
319	Who	手伝いの少年	True		〇	×	無
319	hasPredicate	ブレッシントンを仇討ちしようとした	False		〇	×	無
320	対象文	仇討の計画は2度失敗した			〇	×	×
320	Who	仇討の計画	True		〇	×	×
320	hasPredicate	失敗した	False		〇	×	×
320	Obj	2度	False	判別不能	〇	×	×
321	対象文	3度目の仇討の計画は成功した			〇	〇	無
321	Who	3度目の仇討の計画	True		〇	〇	無
321	hasPredicate	成功した	True	hasProperty	〇	〇	無
322	対象文	ブレッシントンは出所日を新聞で知った			〇	〇	△
322	Who	ブレッシントン	True		〇	〇	△
322	hasPredicate	知った	True	hasProperty	〇	〇	△
322	Obj	出所日	True	What	〇	〇	△
322	Obj	新聞	False	判別不能	〇	〇	△
323	対象文	ブレッシントンは仲間の復讐心の強さを知っていた			〇	〇	〇
323	Who	ブレッシントン	True		〇	〇	〇
323	hasPredicate	知っていた	True	hasProperty	〇	〇	〇
323	Obj	仲間の復讐心の強さ	True	What	〇	〇	〇
324	対象文	ブレッシントンは自身の素性を隠したかった			〇	〇	〇
324	Who	ブレッシントン	True		〇	〇	〇
324	hasPredicate	隠したかった	True	hasProperty	〇	〇	〇
324	Obj	自身の素性	True	What	〇	〇	〇
