ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	修正作業
227	What	容疑者	Suspect				then 228?	
228	対象文	ホームズはスタンデールに答えなかった	Holmes did not answer Standale					
228	情報源							
228	hasPredicate	答えなかった	notAnswer					
228	Who	ホームズ	Holmes					
228	Whom	スタンデール	Standale					Whom
229	対象文	スタンデールはポルデュー湾のコテージから出ていった	Standale got out of a cottage in the Pordeux Bay					
229	情報源							
229	hasPredicate	出ていった	go					
229	Who	スタンデール	Standale					
229	From	ポルデュー湾のコテージから	cottages of Pordeux Bay			MOD		From
229	then	230	230					
230	対象文	5分以内に、ホームズはスタンデールを追った	Within 5 minutes, Holmes followed Standale					
230	情報源							
230	hasPredicate	追った	chase					
230	Who	ホームズ	Holmes					
230	What	スタンデール	Standale					
230	When	5分以内	Within 5 minutes				以内は難しいような...	
231	対象文	ワトソンは以下を思った	Watson thought the following					
231	情報源							
231	hasPredicate	思った	think					
231	Who	ワトソン	Watson					
231	What	232	232					
232	対象文	調査は進展しなかった	Survey did not progress					
232	情報源	ワトソンの推測	Idea of Watson				ワトソンの考え	
232	hasPredicate	進展しなかった	notProgess					
232	Who	調査	Research					
233	対象文	ホームズは電報を見た	Holmes saw a telegram					
233	情報源							
233	hasPredicate	見た	see					
233	Who	ホームズ	Holmes					
233	What	電報	telegram				then 234?	
234	対象文	ホームズは電報を暖炉に放りこんだ	Holmes threw a telegram into the fireplace					
234	情報源							
234	hasPredicate	放りこんだ	throw					
234	Who	ホームズ	Holmes					
234	What	電報	telegram					
234	To	暖炉	fireplace					
235	対象文	電報がプリマスのホテルから届いた	A telegram arrived from a hotel in Plymouth					
235	情報源							
235	hasPredicate	届いた	arrive					
235	Who	電報	telegram					
235	From	プリマスのホテル	Hotel of Plymouth			MOD		
236	対象文	ホームズは以下を言った	Holmes said the following					
236	情報源							
236	hasPredicate	言った	say					
236	Who	ホームズ	Holmes					
236	What	237-242	237-242					
237	対象文	ホームズは電報を打った	Holmes sent a telegram					
237	情報源	ホームズの発言	statement of Holmes					
237	hasPredicate	打った	hit					
237	Who	ホームズ	Holmes					
237	What	電報	telegram					
238	対象文	ラウンドヘイから名前を聞きだした	I heard my name from Roundhay					
238	情報源	ホームズの発言	statement of Holmes					
238	hasPredicate	聞きだした	hear					
238	Who	ホームズ	Holmes					
238	From	ラウンドヘイ	Roundhay					
238	What	名前	name					
239	対象文	ラウンドヘイに以下を聞いた	I heard the following from Roundhay					
239	情報源	ホームズの発言	statement of Holmes					
239	hasPredicate	聞いた	hear					
239	Who	ホームズ	Holmes					
239	What	ラウンドヘイ	Roundhay					
239	What	以下	Less than				「以下」を具体的に	
240	対象文	スタンデールの説明は正しい	Standale's explanation is correct					
240	情報源	ホームズの発言	statement of Holmes					
240	hasPredicate	正しい	correct					
240	Who	スタンデールの説明	Description of Standale					
241	対象文	昨晩、スタンデールはプリマスにいた	Last night, Standale was in Plymouth					
241	情報源	ラウンドヘイの電報	Roundhay's Telegram					
241	hasPredicate	いた	exist					
241	When	昨晩	Last night					
241	Who	スタンデール	Standale					
241	Where	プリマス	Plymouth					
242	対象文	午後に、スタンデールは荷物をアフリカに送った	In the afternoon, Standale sent luggage to Africa					
242	情報源	ラウンドヘイの電報	Roundhay's Telegram					
242	hasPredicate	送った	send					
242	When	午後	afternoon					
242	Who	スタンデール	Standale					
242	What	荷物	Baggage					
242	To	アフリカ	Africa					
242	then	243	243					
243	対象文	その朝、ラウンドヘイが庭の小道を駆けてきた	That morning, Roundhay ran down the garden path					
243	情報源							
243	hasPredicate	来た	come					
243	Who	ラウンドヘイ	Roundhay					
243	From	庭の小道	Garden path					
243	When	その朝	That morning					
244	対象文	ラウンドヘイは以下を言った	Roundhay said the following					
244	情報源							
244	hasPredicate	言った	say					
244	Who	ラウンドヘイ	Roundhay					
244	What	以下	Less than				「以下」を具体的に	
245	対象文	コーンワルには、悪魔がとりついている	The demon is attached to Cornwall					
245	情報源	ラウンドヘイの発言	Remark by Roundhay					
245	hasPredicate	とりついている	bePossessed					
245	Who	悪魔	Devil					
245	Where	コーンワル	Cornwall					
246	対象文	昨晩、モーティマーがブレンダと同じ症状で亡くなった	Last night Mortimer died with the same symptoms as Brenda				同じ症状でモとブが亡くなった，では？	
246	情報源	ラウンドヘイの発言	Remark by Roundhay					
246	hasPredicate	亡くなった	die					
246	When	昨晩	Last night					
246	Who	モーティマー	Mortimer					
246	How	ブレンダと同じ症状で	symptoms of Brenda			MOD	この表現が難しいため，↑	How
247	対象文	モーティマーは、牧師館の２部屋を借りていた	Mortimer had rented two rooms in the pastoral building					
247	情報源							
247	hasPredicate	借りていた	rent					
247	Who	モーティマー	Mortimer					
247	What	牧師館の２部屋	Two rooms of pastoral hall			MOD	各部屋に対応するエンティティがあるのであれば，それを指すべき？	
248	対象文	部屋下は居間である	The lower room is the living room				モーティマーの部屋の下に，居間がある，では？	
248	情報源							
248	hasPredicate	である	equalsTo			MOD		
248	What	居間				MOD		
248	Who	部屋下						
249	対象文	部屋上は寝室である					モーティマーの部屋の上に，寝室がある，では？	
249	情報源							
249	hasPredicate	である	equalsTo			MOD		
249	What	寝室				MOD		
249	Who	部屋上						
250	対象文	居間と寝室は窓から芝生を見ることができる					居間と寝室は庭に面している，くらいでは？	
250	情報源							
250	hasPredicate	見ることができる	canSee					
250	Who	居間	living room					
250	Who	寝室	Lower room					
250	Where	窓	The room is a bedroom			MOD	"「から」は不要		
英訳も変更"	
250	What	芝生						
252	対象文	部屋の空気は恐怖と憂鬱に満ちていた	beFilled				恐怖と憂鬱が部屋に満ちていた，では？	
252	情報源		bedroom					
252	hasPredicate	満ちていた	beFilled					
252	Who	部屋の空気	Living room and bedroom can see the lawn from the window					
252	What	恐怖						
252	What	憂鬱	open					
253	対象文	事件後、使用人が窓を開けた	After the incident, a servant opened a window					
253	情報源							
253	hasPredicate	開けた	open					
253	When	事件後	After Case 2				after IDとしては？	
253	Who	使用人	Servant					
253	What	窓	window					
254	対象文	ワトソンは以下を思った	Watson thought the following					
254	情報源							
254	hasPredicate	思った	think					
254	Who	ワトソン	Watson					
254	What	以下	Less than				255?	
255	対象文	空気はもっと悪くなっていた	The air was getting worse					
255	情報源	ワトソンの推測	Idea of Watson					
255	hasPredicate	悪くなっていた	worse					
255	Who	空気	air					
255	if	256	256					
256	対象文	もし窓が開いていない	If the window is not open					ifで繋ぐ
256	情報源							
256	hasPredicate	開いていない	close				Closeでは？	
256	Who	窓	window					
257	対象文	原因は以下である	The cause is the following					
257	情報源							
257	hasProperty	である	equalTo					
257	Who	原因	Cause					
257	What	258,259	258, 259					258,259(複数の場合もある)
258	対象文	ランプがテーブルの上にある	The lamp is on the table					
258	情報源	ワトソンの推測	Idea of Watson					
258	hasPredicate	ある	exist					
258	Who	ランプ	lamp					
258	On	テーブル	table					On
259	対象文	ランプが炎と煙を上げていた	The lamp was raising fire and smoke					
259	情報源	ワトソンの推測	Idea of Watson					
259	hasPredicate	上げていた	raising				出していた，とか？	
259	Who	ランプ	lamp					
259	What	炎	flame					
259	What	煙	smoke					
260	対象文	モーティマーはランプの近くに座っていた	Mortimer sat near the ramp					
260	情報源							
260	hasPredicate	座っていた	sit					
260	Who	モーティマー	Mortimer					
260	Near	ランプ	lamp					Near
261	対象文	モーティマーは椅子にもたれこんでいた	Mortimer was leaning on a chair					
261	情報源							
261	hasPredicate	もたれこんでいた	reclining				座っていた，では？	
261	Who	モーティマー	Mortimer					
261	On	椅子	Chair					
262	対象文	モーティマーは顎鬚を突き出していた	Mortimer was sticking out the beard					
262	情報源							
262	hasPredicate	突き出していた	sticking					
262	Who	モーティマー	Mortimer					
262	What	顎鬚	beard			MOD		
263	対象文	モーティマーは眼鏡を額に押し上げていた	Mortimer was pushing the glasses to the forehead					
263	情報源							
263	hasPredicate	押し上げていた	pushing				On 額，置く，では？	
263	Who	モーティマー	Mortimer					
263	What	眼鏡	glasses					
263	On	額	forehead			MOD	「に」は不要	
264	対象文	モーティマーの顔は窓を向いていた	Mortimer's face was facing the window				モーティマーは顔を窓に向けていた，では？	
264	情報源							
264	hasPredicate	向いていた	face					
264	Who	モーティマーの顔	face of Mortimer			MOD	of?	
264	To	窓	window					
265	対象文	モーティマーは恐怖の表情を持っていた	Mortimer had a look of fear					
265	情報源							
265	hasPredicate	持っていた	have					
265	Who	モーティマー	Mortimer					
265	What	恐怖の表情	face of fear			MOD		
266	対象文	モーティマーの手足は引きつっていた	Mortimer's limbs were pulling					
266	情報源							
266	hasPredicate	引きつっていた	twitch					
266	Who	モーティマーの手足	hand of Mortimer AND feet of Mortimer			MOD	of?	
267	対象文	モーティマーの指はねじれていた	Mortimer's finger was twisted					
267	情報源							
267	hasPredicate	ねじれていた	beTwisted					
267	Who	モーティマーの指	finger of Mortimer			MOD	of?	
268	対象文	ワトソンは以下を推測した	Watson inferred that					
268	情報源							
268	hasPredicate	推測した	guess					
268	Who	ワトソン	Watson					
268	What	269	269					
269	対象文	モーティマーは恐怖の発作で死んだ	Mortimer died of a bout of fear					
269	情報源							
269	hasPredicate	死んだ	die					
269	Who	モーティマー	Mortimer					
269	Why	恐怖の発作	Attack of fear					Why
270	対象文	モーティマーはきちんとしたした服を着ていた	Mortimer was wearing proper clothes					
270	情報源							
270	hasPredicate	着ていた	wear					
270	Who	モーティマー	Mortimer					
270	What	きちんとしたした服	Neat clothes					
272	対象文	モーティマーは急いで服を着た	Mortimer got dressed quickly					
272	情報源							
272	hasPredicate	着た	wear					
272	Who	モーティマー	Mortimer					
272	How	急いで	Quickly					How
272	What	服	clothes					
273	対象文	モーティマーのベッドは人の形跡を持っていた	Mortimer's bed had a sign of people					
273	情報源							
273	hasPredicate	持っていた	have					
273	What	モーティマーのベッド	Mortimer Bed					
273	What	人の形跡	Traces of people					
274	対象文	今朝早く、モーティマーは亡くなった	Mortimer died early this morning					
274	情報源							
274	hasPredicate	亡くなった	die					
274	Who	モーティマー	Mortimer					
274	When	今朝早く	Early this morning					
275	対象文	ホームズは芝生に出た	Holmes went out to the grass					
275	情報源							
275	hasPredicate	出た	go					
275	Who	ホームズ	Holmes					
275	To	芝生	lawn				庭では？	
275	then	276	276					
276	対象文	ホームズは窓から居間に入った	Holmes entered the living room through the window					
276	情報源							
276	hasPredicate	入った	enter					
276	Who	ホームズ	Holmes					
276	From	窓	window				厳密には，庭から，か？	
276	To	居間	Living room					
276	then	277	277					
277	対象文	ホームズは居間を歩き回った	Holmes walked around the living room					
277	情報源							
277	hasPredicate	歩き回った	walk					
277	Who	ホームズ	Holmes					
277	Where	居間	Living room					
277	then	278	278					
278	対象文	ホームズは寝室に行った	Holmes went to the bedroom					
278	情報源							
278	hasPredicate	行った	go					
278	Who	ホームズ	Holmes					
278	Where	寝室	Bedroom					
278	then	279	279					
279	対象文	ホームズは寝室を見渡した	Holmes overlooked the bedroom					
279	情報源							
279	hasPredicate	見渡した	look					
279	Who	ホームズ	Holmes					
279	Where	寝室	Bedroom					
279	then	280	280					
280	対象文	最後に、ホームズは窓を開けた	Finally, Holmes opened the window					
280	情報源							
280	hasPredicate	開けた	open					
280	Who	ホームズ	Holmes					
280	What	窓	window					
280	When	最後	last				thenで前と繋いでは？	
281	対象文	ワトソンは以下を思った	Watson thought the following					
281	情報源							
281	hasPredicate	思った	think					
281	Who	ワトソン	Watson					
281	What	282	282					
282	対象文	ホームズは新しい刺激を見つけた	Holmes found a new stimulus					
282	情報源	ワトソンの推測	Idea of Watson					
282	hasPredicate	見つけた	find					
282	Who	ホームズ	Holmes					
282	What	新しい刺激	New stimulus					
283	対象文	ホームズは寝室から出た	Holmes got out of the bedroom					
283	情報源							
283	hasPredicate	出た	go					
283	Who	ホームズ	Holmes					
283	Where	寝室	Bedroom					
283	then	284	284					
284	対象文	ホームズは階段を下りた	Holmes went down the stairs					
284	情報源							
284	hasPredicate	下りた	go					
284	Who	ホームズ	Holmes					
284	What	階段	Stairs					
284	then	285	285					
285	対象文	ホームズは窓から芝生に出た	Holmes came out of the window to the grass					
285	情報源							
285	hasPredicate	出た	go					
285	Who	ホームズ	Holmes					
285	From	窓	window				室内から，では？	From
285	To	芝生	lawn				庭では？	To
285	then	286	286					
286	対象文	ホームズは顔を芝生にこすりつけた	Holmes rubbed her face on the grass					
286	情報源							
286	hasPredicate	こすりつけた	rub					
286	Who	ホームズ	Holmes					
286	What	顔	face				of Holmesを付けては？	
286	To	芝生	lawn					To
286	then	287	287					
287	対象文	ホームズは居間に入った	Holmes entered the living room					
287	情報源							
287	hasPredicate	入った	enter					
287	Who	ホームズ	Holmes					
287	To	居間	Living room				From 庭を付けては？	
287	then	288	288					
288	対象文	ランプは既製品だった	The lamp was ready-made					
288	情報源							
288	hasProperty	既製品だった	Ready-made					
288	Who	ランプ	lamp					
289	対象文	ホームズはランプを検査した	Holmes inspected the lamp					
289	情報源							
289	hasPredicate	検査した	examine					
289	Who	ホームズ	Holmes					
289	What	ランプ	lamp				then 290?	
290	対象文	ホームズはオイルの容量を確認した	Holmes confirmed the volume of oil					
290	情報源							
290	hasPredicate	確認した	confirm					
290	Who	ホームズ	Holmes					
290	What	オイルの容量	Oil capacity				then 291?	
291	対象文	ホームズは虫眼鏡で排煙部の外装を調べた	Holmes examined the exterior of the flue with a magnifying glass					
291	情報源							
291	hasPredicate	調べた	examine					
291	Who	ホームズ	Holmes					
291	How	虫眼鏡	magnifying glass			MOD	By？	How
291	What	排煙部の外装	exterior of Exhaust			MOD	then 292?	
292	対象文	ホームズは外装面の灰を落とした	Holmes dropped the ash on the exterior surface					
292	情報源							
292	hasPredicate	落とした	drop				取った？	
292	Who	ホームズ	Holmes					
292	What	外装面の灰	ash of Exterior			MOD	then 293?	
293	対象文	ホームズは封筒に納めた	Holmes put in an envelope					
293	情報源							
293	hasPredicate	納めた	put					
293	Who	ホームズ	Holmes				What 外装面の灰	
293	To	封筒	envelope					
294	対象文	ホームズは以下を頼んだ	Holmes asked for					
294	情報源							
294	hasPredicate	頼んだ	ask					
294	Who	ホームズ	Holmes					
294	What	295-297	295-297					
295	対象文	ラウンドヘイが以下を刑事に言った	Roundhay said the following to the detective					
295	情報源	ホームズの要求	Holmes' request					
295	hasPredicate	言った	say					
295	Who	ラウンドヘイ	Roundhay					
295	What	296,297	296, 297					
295	Whom	刑事	Criminal					
296	対象文	刑事は窓とランプに注意を向ける	Detective pays attention to windows and lamps					
296	情報源	ホームズの要求	Holmes' request					
296	hasPredicate	向ける	notice				注意した（Whatなし）とか？	
296	Who	刑事	Criminal					
296	To	窓	window					
296	To	ランプ	lamp					
296	What	注意	Note					
297	対象文	窓とランプは重要である	Windows and lamps are important					
297	情報源	ホームズの発言	statement of Holmes					
297	hasProperty	重要である	important					
297	Who	窓	window					
297	Who	ランプ	lamp					
298	対象文	ホームズは、ランプの複製品を買ってきた	Holmes has bought a duplicate of the lamp					
298	情報源							
298	hasPredicate	買ってきた	buy					
298	Who	ホームズ	Holmes					
298	What	ランプの複製品	Reproduction of lamp				then 299?	
299	対象文	ホームズは牧師館と同じオイルを補充した	Holmes refilled with the same oil as the pastor					
299	情報源							
299	hasPredicate	補充した	refill					
299	Who	ホームズ	Holmes				then 300?	
299	What	牧師館と同じオイル	Same oil of pastoral hall			MOD	2文に分けては？オイルいれた，そのオイルは牧師館のオイルである，とか？	
300	対象文	ホームズは燃焼時間を計った	Holmes measured the burn time					
300	情報源							
300	hasPredicate	計った	measure					
300	Who	ホームズ	Holmes					
300	What	燃焼時間	Burning time					
301	対象文	ホームズは以下を言った	Holmes said the following					
301	情報源							
301	hasPredicate	言った	say					
301	Who	ホームズ	Holmes					
301	What	302-314	302-314					
302	対象文	事件1と事件2の部屋は同じ空気を持つ	Cases 1 and 2 have the same air				事件１の部屋の空気と事件２の部屋の空気はequalTo，では?	
302	情報源	ホームズの発言	statement of Holmes					
302	hasPredicate	持つ	have					
302	Who	事件1と事件2の部屋	room of Case 1 AND room of Case 2			MOD	事件1と事件2はID指定でなくてよいか？	
302	What	同じ空気	Same air					
303	対象文	モーティマーは以下を言った	Mortimer said the following					
303	情報源	ホームズの発言	statement of Holmes					
303	hasPredicate	言った	say					
303	Who	モーティマー	Mortimer					
303	What	304,305	304, 305					
304	対象文	ドクター・リチャードが倒れた	Dr. Richard fell					
304	情報源	モーティマーの発言	Mortimer's statement					
304	hasPredicate	倒れた	fall					
304	Who	ドクター・リチャード	Doctor Richard					
304	When	305	305					
305	対象文	ドクター・リチャードが部屋に入った	Doctor Richard entered the room					whenで上と繋ぐ
305	情報源	モーティマーの発言	Mortimer's statement					
305	hasPredicate	入った	enter					
305	Who	ドクター・リチャード	Doctor Richard					
305	To	部屋	room					
306	対象文	ポーターは倒れた	The porter fell					
306	情報源	ホームズの発言	statement of Holmes					
306	hasPredicate	倒れた	fall					
306	Who	ポーター	Porter					
306	When	307	307				then 308?	
307	対象文	ポーターが部屋に入った	Porter entered the room					whenで上と繋ぐ
307	情報源	ホームズの発言	statement of Holmes					
307	hasPredicate	入った	enter					
307	Who	ポーター	Porter					
307	To	部屋	room					
308	対象文	ポーターは窓を開けた	Porter opened the window					
308	情報源	ホームズの発言	statement of Holmes					
308	hasPredicate	開けた	open					
308	Who	ポーター	Porter					
308	What	窓	window					
309	対象文	事件2において、部屋の空気は淀んでいた	In Case 2, the air in the room was stagnant					
309	情報源	ホームズの発言	statement of Holmes					
309	hasProperty	淀んでいた	stale					
309	Who	部屋の空気	Room air					
309	When	事件2	Case 2					
309	When	310	310					
310	対象文	ホームズとワトソンが到着した	Holmes and Watson have arrived					whenで上と繋ぐ
310	情報源	ホームズの発言	statement of Holmes					
310	hasPredicate	到着した	arrive					
310	Who	ホームズ	Holmes					
310	Who	ワトソン	Watson					
311	対象文	事件1と事件2において、毒性の空気がこもっていた	In Case 1 and Case 2, toxic air was trapped					
311	情報源	ホームズの発言	statement of Holmes					
311	hasPredicate	こもっていた	beStuffed					
311	Who	毒性の空気	Toxic air					
311	When	事件1	Case 1					
311	When	事件2	Case 2					
312	対象文	事件1と事件2において、部屋の中でものが燃えていた	In Case 1 and Case 2, things were burning in the room					
312	情報源	ホームズの発言	statement of Holmes					
312	hasPredicate	燃えていた	burning					
312	Who	もの	stuff			MOD		
312	Where	部屋の中	room			MOD		
312	When	事件1	Case 1					
312	When	事件2	Case 2					
313	対象文	夜が明けてずいぶん経った後、ランプは火をつけられた	The lamp was lit after a long time after dawn					
313	情報源	ホームズの発言	statement of Holmes					
313	hasPredicate	つけられた	beTurnedOn					
313	Who	ランプ	lamp					
314	What	火	fire					
314	When	夜が明けてずいぶん経った後	long time after the night					
316	対象文	ホームズは以下を推測した	guess of Holmesed the following					
316	情報源							
316	hasPredicate	推測した	guess					
316	Who	ホームズ	Holmes					
316	What	317	317					
317	対象文	燃焼と空気と死と狂気はつながっている	Burning, air, death and madness are connected					
317	情報源	ホームズの推測	guess of Holmes					
317	hasPredicate	つながっている	link					
317	Who	死	death					
317	Who	狂気	Madness				前半部分のIDと関連付け？	
317	Who	燃焼	combustion					
317	Who	空気	air					
318	対象文	ホームズは以下のように言った	Holmes said:					
318	情報源							
318	hasPredicate	考えた	think					
318	Who	ホームズ	Holmes					
318	What	319-325, 328-330, 333-336	319-325, 328-330, 333-336					
319	対象文	事件1と事件2において、薬物が燃やされた	Drug was burned in Case 1 and Case 2					
319	情報源	ホームズの発言	statement of Holmes					
319	hasPredicate	燃やされた	burn					
319	Who	薬物	Drug					
319	When	事件1	Case 1					
319	When	事件2	Case 2					
320	対象文	事件1において、薬物は暖炉にあった	In Case 1, the drug was in the fireplace					
320	情報源	ホームズの発言	statement of Holmes					
320	hasPredicate	あった	exist					
320	Who	薬物	Drug					
320	Where	暖炉	fireplace					
320	When	事件1	Case 1					
321	対象文	窓は締まっていた	The window was closed					
321	情報源	ホームズの発言	statement of Holmes					
321	hasPredicate	締まっていた	beLocked					
321	Who	窓	window				When 事件１を付けては？	
322	対象文	毒性の空気は煙突から出た	Toxic air came out of the chimney					
322	情報源	ホームズの発言	statement of Holmes					
322	hasPredicate	出た	go					
322	Who	毒性の空気	Toxic air					
322	From	煙突	chimney				When 事件１を付けては？	
323	対象文	事件2において、毒性の空気は出なかった	In Incident 2, no toxic air came out					
323	情報源	ホームズの発言	statement of Holmes					
323	hasPredicate	出なかった	notOccur					
323	Who	毒性の空気	Toxic air					
323	When	事件2	Case 2					
324	対象文	事件1において、事件2より毒性の空気は薄い	In Case 1, the air of toxicity is thinner than Case 2					
324	情報源	ホームズの発言	statement of Holmes					
324	hasPredicate	薄い	thin					
324	Who	毒性の空気	Toxic air					
324	How	事件2の毒性の空気より	Than toxic air of Case 2			MOD		
324	When	事件1	Case 1				because 320, 321, 322, 323?	
325	対象文	事件1において、ブレンダが殺された	Brenda was killed in Case 1					
325	情報源	ホームズの発言	statement of Holmes					
325	hasPredicate	殺された	beKilled					
325	Who	ブレンダ	Brenda					
325	When	事件1	Case 1				because 327?	
326	対象文	ホームズは以下を推測した	guess of Holmesed the following					
326	情報源							
326	hasPredicate	推測した	guess					
326	Who	ホームズ	Holmes					
326	What	327	327				325もこちらに含めるほうが自然かも？	
327	対象文	ブレンダは過敏な体質を持っていた	Brenda had a sensitive constitution					
327	情報源	ホームズの推測	guess of Holmes					
327	hasPredicate	持っていた	have				hasProperty 過敏である（Whatなし）では？	
327	Who	ブレンダ	Brenda					
327	What	過敏な体質	Irritated constitution					
328	対象文	オーウェンとジョージは狂った	Owen and George went crazy					
328	情報源	ホームズの発言	statement of Holmes					
328	hasPredicate	狂った	crazy					
328	Who	オーウェン	Owen					
328	Who	ジョージ	George					
329	対象文	狂気は薬物の初期症状である	Madness is an initial symptom of drugs					
329	情報源	ホームズの発言	statement of Holmes					
329	hasPredicate	である	equalTo				equalTo 初期症状of薬物，とか？	
329	What	薬物の初期症状	Early symptom of the drug					
329	Who	狂気	Madness					
330	対象文	事件2において、効果は完璧だった	In Case 2, the effect was perfect					
330	情報源	ホームズの発言	statement of Holmes					
330	hasPredicate	完璧だった	perfect				predicate? property?	
330	Who	効果	effect					
330	When	事件2	Case 2					
331	対象文	ホームズは以下を推測した	guess of Holmesed the following					
331	情報源							
331	hasPredicate	推測した	guess					
331	Who	ホームズ	Holmes					
331	What	332	332					
332	対象文	薬物は燃焼時に作用する	Drugs act when burning					
332	情報源	ホームズの推測	guess of Holmes					
332	hasPredicate	作用する	act					
332	Who	薬物	Drug					
332	When	燃焼時	combustion			MOD		When
333	対象文	ホームズは牧師館で薬物の残骸を探した	Holmes looked for drug debris at the pastor					
333	情報源	ホームズの発言	statement of Holmes					
333	hasPredicate	探した	search					
333	Who	ホームズ	Holmes					
333	Where	牧師館	pastoral hall			MOD		
333	What	薬物の残骸	Drug remnants				then 334?	
334	対象文	ホームズはランプの防煙部と滑石製の外装を見た	Holmes looked at the lamp's smoke protection and the talc exterior					
334	情報源	ホームズの発言	statement of Holmes					
334	hasPredicate	見た	see					
334	Who	ホームズ	Holmes					
334	What	ランプの防煙部	Smoke protection of lamp			MOD	英訳：theは不要	
334	What	滑石製の外装	Talc sheath				then 335?	
335	対象文	ランプの防煙部と滑石製の外装に灰があった	There was ash in the smokeproof part of the lamp and the exterior made of talc					
335	情報源	ホームズの発言	statement of Holmes					
335	hasPredicate	あった	exist					
335	Who	灰	Ash					
335	On	ランプの防煙部	Smoke protection of lamp			MOD	英訳：theは不要	
335	On	滑石製の外装	Talc sheath					
336	対象文	縁は燃え残りの粉末を付けていた	The rim was covered with unburned powder					
336	情報源	ホームズの発言	statement of Holmes					
336	hasPredicate	付けていた	attach					
336	Who	縁	edge					
336	What	燃え残りの粉末	Burnt powder					
338	対象文	薬物をランプの上に置いた	I put the drug on the lamp					
338	情報源							
338	hasPredicate	置いた	put					
338	What	薬物	Drug					
338	On	ランプ	lamp					On
338	then	339	339					
339	対象文	そして、ワトソンは麝香の香りをかいだ	And Watson had the smell of musk					then
339	情報源							
339	hasPredicate	かいだ	smell					
339	Who	ワトソン	Watson					
339	What	麝香の香り	Scent of musk				then 340?	
340	対象文	ワトソンは吐き気を感じた	Watson felt nausea					
340	情報源							
340	hasPredicate	感じた	feel					
340	Who	ワトソン	Watson					
340	What	吐き気	nausea				then 341?	
341	対象文	ワトソンは脳の自由と想像力を失った	Watson lost his freedom and imagination					
341	情報源							
341	hasPredicate	失った	lose					
341	Who	ワトソン	Watson					
341	What	脳の自由	control			MOD	「脳の自由」はわかりにくい	
341	What	想像力	Imagination				then 342?	
342	対象文	ワトソンは恐怖を感じた	Watson felt fear					
342	情報源							
342	hasPredicate	感じた	feel					
342	Who	ワトソン	Watson					
342	What	恐怖	Fear				then 343?	
343	対象文	ワトソンは混乱した	Watson was confused					
343	情報源							
343	hasPredicate	混乱した	beConfused					
343	Who	ワトソン	Watson				then 344?	
344	対象文	ホームズの顔は恐怖の表情を持った	Holmes' face had a look of fear					
344	情報源							
344	hasPredicate	持った	have					
344	Who	ホームズの顔	Holmes face					
344	What	恐怖の表情	face of fear			MOD	then 345?	
345	対象文	ワトソンは椅子から立った	Watson stood out of the chair					
345	情報源							
345	hasPredicate	立った	stand					
345	Who	ワトソン	Watson					
345	From	椅子	Chair				then 346?	
346	対象文	ホームズとワトソンは部屋から出た	Holmes and Watson went out of the room					
346	情報源							
346	hasPredicate	出た	go					
346	Who	ホームズ	Holmes					
346	Who	ワトソン	Watson					
346	From	部屋	room				then 346?	From
347	対象文	ホームズとワトソンは草地に寝そべった	Holmes and Watson lay on the grass					
347	情報源							
347	hasPredicate	寝そべった	lie					
347	Who	ホームズ	Holmes					
347	Who	ワトソン	Watson					
347	Where	草地	Grassland				庭では？	
348	対象文	ホームズは以下を言った	Holmes said the following					
348	情報源							
348	hasPredicate	言った	say					
348	Who	ホームズ	Holmes					
348	What	349-354,359-364	349-354, 359-364					
349	対象文	動機は曖昧である	The motive is vague					
349	情報源	ホームズの発言	statement of Holmes					
349	hasProperty	曖昧である	ambiguous					
349	Who	動機	Motive					
350	対象文	モーティマーが事件1の犯人である	Mortimer is the perpetrator of Case 1					
350	情報源	ホームズの発言	statement of Holmes					
350	hasPredicate	事件1の犯人である	Perpetrator of Case 1				equalTo 犯人of事件１？	
350	Who	モーティマー	Mortimer					
351	対象文	モーティマーは事件2の被害者である	Mortimer is the victim of Case 2					
351	情報源	ホームズの発言	statement of Holmes					
351	hasPredicate	である	equalTo				equalTo 被害者of事件１？	
351	What	事件2の被害者	Victim of Case 2					
351	Who	モーティマー	Mortimer					
352	対象文	モーティマーは狡猾である	Mortimer is a wolf					
352	情報源	ホームズの発言	statement of Holmes					
352	hasProperty	狡猾である	cunning					
352	Who	モーティマー	Mortimer					
353	対象文	モーティマーは欲深い	Mortimer is greedy					
353	情報源	ホームズの発言	statement of Holmes					
353	hasProperty	欲深い	greedy					
353	Who	モーティマー	Mortimer					
354	対象文	モーティマーは寛大でない	Mortimer is not generous					
354	情報源	ホームズの発言	statement of Holmes					
354	hasPredicate	寛大でない	notGenerous					
354	Who	モーティマー	Mortimer					
355	対象文	モーティマーは以下を言った	Mortimer said the following					
355	情報源							
355	hasPredicate	言った	say					
355	Who	モーティマー	Mortimer					
355	What	356	356					
356	対象文	何かが庭で動いていた	Something was moving in the garden					
356	情報源	モーティマーの発言	Mortimer's statement					
356	hasPredicate	動いていた	moving					
356	Who	何か	something					
356	Where	庭	garden					
357	対象文	モーティマーは以下を望んだ	Mortimer wanted to					
357	情報源							
357	hasPredicate	望んだ	wish					
357	Who	モーティマー	Mortimer					
357	What	358	358					
358	対象文	モーティマーはホームズとワトソンを誤導する	Mortimer misleads Holmes and Watson					
358	情報源	モーティマーの願望	Mortimer's wish					
358	hasPredicate	誤導する	mislead					
358	Who	モーティマー	Mortimer					
358	What	ホームズ	Holmes					
