ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	修正作業		
280	対象文	ホズマはウェストハウス＆マーバンクの外商である	Hozma is a foreign company in West House &amp; Marbank							
280	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
280	hasPredicate	である	equalsTo			MOD				
280	What	ウェストハウス＆マーバンクの外商である	foreign business of West House&Marbank			MOD	equalTo で結んでは？	分割すべきでは？		
280	Who	ホズマ	Hozma		Person					
281	対象文	フェンチャーチ街で、ウェストハウス＆マーバンクは最大のクラレット輸入業者である	West House &amp; Marbank is the largest claret importer on Fenchurch Street							
281	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
281	hasPredicate	である	equalsTo			MOD				
281	What	最大のクラレット輸入業者である	largest claret importer			分割すべきでは？	equalTo で結んでは？			
281	Who	ウェストハウス＆マーバンク	West House&Marbank		Object					
281	Where	フェンチャーチ街	Fengchurch Street		Place					
282	対象文	ホームズは以下を言った	Holmes said the following							
282	情報源									
282	hasPredicate	言う	say					「言った」→「言う」		
282	Who	ホームズ	Holmes		Person					
282	What	283,284	283		Object					
283	対象文	サザランドはホームズの助言を忘れない	Sutherland will not forget Holmes' advice							
283	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
283	hasPredicate	忘れない	notForget		#ORG:hasPredicate:will not forget					
283	Who	サザランド	Sutherland		Person					
283	What	ホームズの助言	advice of Holmes		Object	MOD				
284	対象文	サザランドはホズマ失踪を忘れる	Sutherland forgets Hozma's disappearance							
284	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
284	hasPredicate	忘れる	forget							
284	Who	サザランド	Sutherland		Person					
284	What	ホズマ失踪	missing of Hozma		Object	MOD				
285	対象文	サザランドは以下を言った	Sutherland said the following							
285	情報源									
285	hasPredicate	言う	say					「言った」→「言う」		
285	Who	サザランド	Sutherland		Person					
285	What	286,287	286		Object					
286	対象文	サザランドはホズマを忘れられない	Sutherland can not forget Hozma							
286	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
286	hasPredicate	忘れられない	unforgettable		#ORG:hasPredicate:Unforgettable					
286	Who	サザランド	Sutherland		Person					
286	Whom	ホズマ	Hozma		Person					
287	対象文	サザランドはホズマを信じている	Sutherland believes in Hozma							
287	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
287	hasPredicate	信じている	believe		#ORG:hasPredicate:I believe					
287	Who	サザランド	Sutherland		Person					
287	Whom	ホズマ	Hozma		Person					
288	対象文	ワトソンはサザランドに気品と敬意を感じた	Watson felt noble and respect for Sutherland							
288	情報源									
288	hasPredicate	感じる	feel					「感じた」→「感じる」		
288	Who	ワトソン	Watson		Person					
288	Whom	サザランド	Sutherland		Person					
288	What	気品	dignity		Object	MOD		残っている助詞"と"トル		
288	What	敬意	respect		Object					
289	対象文	サザランドはホームズの家から出て行った	Sutherland went out of Holmes's house			MOD		意味が分からない		
289	情報源									
289	hasPredicate	出て行く	getOut					「出て行った」→「出て行く」		#ORG:hasPredicate:get out
289	Who	サザランド	Sutherland		Person					
289	From	ホームズの家	house of Holmes		Place	MOD	ホームズ家 Place	From		
290	対象文	サザランドは呼ばれたらホームズに来る	Sutherland will come to Holmes when called			意味が分からない				
290	情報源									
290	hasPredicate	来る	come							
290	Who	サザランド	Sutherland		Person					
290	When	呼ばれる	call of Holmes			MOD				
290	Where	ホームズの家	house of Holmes		Place	MOD	ホームズ家 Place			
291	対象文	ホームズは以下を言った	Holmes said the following							
291	情報源									
291	hasPredicate	言う	say					「言った」→「言う」		
291	Who	ホームズ	Holmes		Person					
291	What	292-295	292-295		Object					
292	対象文	サザランドは興味深い	Sutherland is interesting			意味を表現できている？				
292	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
292	hasProperty	興味深い	interesting				equalTo intesting person とか？		#ORG:hasPredicate:Interesting	
292	Who	サザランド	Sutherland		Person					
293	対象文	同一の事件をホームズは知っている	Holmes knows the same case							
293	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
293	hasPredicate	知っている	know							
293	Who	ホームズ	Holmes		Person					
293	What	同一の事件	Same incident		Object		何と同一なのか表現すべき？			
294	対象文	77年に、同一の事件がアンドーヴァで起きた	The same incident happened in Andova in 1977							
294	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
294	hasPredicate	起きる	getUp					「起きた」→「起きる」		#ORG:hasPredicate:Get up
294	What	同一の事件	Same incident		Object		whoは変			
294	Where	アンドーヴァ	Andova		Place					
294	When	1877年	1877			MOD	絶対時間追加？			
295	対象文	昨年、同一の事件がハーグで起きた	The same incident happened in The Hague last year				-- 07/14ここまで --			
295	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
295	hasPredicate	起きる	getUp					「起きた」→「起きる」		#ORG:hasPredicate:Get up
295	What	同一の事件	Same incident		Object	何と同一？	whoは変			
295	Where	ハーグ	Hague		Place	MOD				
295	When	昨年	last year							
296	対象文	ワトソンは以下を言った	Watson said the following							
296	情報源									
296	hasPredicate	言う	say					「言った」→「言う」		
296	Who	ワトソン	Watson		Person					
296	What	297,298	297,298		Object					
297	対象文	ホームズはサザランドを読み取れる	Holmes can read Sutherland			いまいち意味が分からない				
297	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
297	hasPredicate	理解できる	canUnderstand			MOD	理解できる，とか？		#ORG:hasPredicate:Can read	
297	Who	ホームズ	Holmes		Person					
297	Who	サザランド	Sutherland		Person					
298	対象文	ワトソンはサザランドを読み取れない	Watson can not read Sutherland			297と矛盾する				
298	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
298	hasPredicate	理解できない	cannotUnderstand			MOD	理解できない，とか？		#ORG:hasPredicate:Can not read	
298	Who	ワトソン	Watson		Person					
298	Who	サザランド	Sutherland		Person					
299	対象文	ホームズは以下を言った	Holmes said the following							
299	情報源									
299	hasPredicate	言う	say					「言った」→「言う」		
299	Who	ホームズ	Holmes		Person					
299	What	300-303	300-303		Object					
300	対象文	ワトソンは大事な点を見落としている	Watson overlooks an important point							
300	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
300	hasPredicate	見落としている	overlook		#ORG:hasPredicate:Overlooked					
300	Who	ワトソン	Watson		Person					
300	What	大事な点	Important point		Object	「大事な点」へのリンクが欲しい				
301	対象文	袖は重要である	Sleeves are important							
301	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
301	hasProperty	重要である	important		#ORG:hasProperty:is important					
301	What	袖	sleeve		Object		whoは変			
302	対象文	親指の爪は語る	Thumb nail talks			比喩は直した方がいいのでは？				
302	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
302	hasPredicate	語る	talk							
302	What	親指の爪	Thumb nail		Object		whoは変			
303	対象文	靴ひもは大問題を導く	Shoe laces lead to major problems							
303	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
303	hasPredicate	導く	lead		#ORG:hasPredicate:Lead					
303	Who	靴ひも	Shoelaces		Object	MOD	主語がどちらかわからない			
303	What	大問題	Big problem		Object		主語がどちらかわからない			
304	対象文	ワトソンは以下を言った	Watson said the following							
304	情報源									
304	hasPredicate	言う	say					「言った」→「言う」		
304	Who	ワトソン	Watson		Person					
304	What	305-319	305-319		Object					
305	対象文	サザランドは黒板色の鍔広麦わら帽子をかぶっていた	Sutherland wore a straw hat with a blackboard color							
305	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
305	hasPredicate	かぶっている	wearing					「かぶっていた」→「かぶっている」		#ORG:hasPredicate:Wearing
305	Who	サザランド	Sutherland		Person					
305	What	黒板色の鍔広麦わら帽子	straw hat of Blackboard color		Object	MOD				
306	対象文	赤煉瓦色の羽根が黒板色の鍔広麦わら帽子についていた	A red-brick feather was on a blackboard-colored straw hat							
306	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
306	hasProperty	ついている	attached					「ついていた」→「ついている」		#ORG:hasPredicate:Attached
306	What	赤煉瓦色の羽根	Red brick feather		Object		whoは変			
306	On	黒板色の鍔広麦わら帽子	straw hat of Blackboard color			MOD	「に」は不要	On		
307	対象文	サザランドの上着は黒だった	Sutherland's jacket was black							
307	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
307	hasProperty	黒だ	black					「黒だった」→「黒だ」		#ORG:hasProperty:it's black
307	What	サザランドの上着	coat of Sutherland		Object	MOD	whoは変			
308	対象文	黒のビーズがサザランドの上着には付いていた	Black beads were attached to the jacket of Sutherland							
308	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
308	hasPredicate	付いている	attached					「付いていた」→「付いている」		
308	What	黒のビーズ	Black beads		Object		whoは変			
308	On	サザランドの上着	coat of Sutherland			MOD		On		
309	対象文	小粒の黒玉の飾りが裾のふさ縁に付いている	A small black beaded ornament is attached to the hem border edge							
309	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
309	hasPredicate	付いている	attached							
309	What	小粒の黒玉の飾り	Small black ball ornament		Object		whoは変			
309	On	裾のふさ縁に	edge of hem			MOD	「に」は不要	On		
310	対象文	衣服は茶褐色だった	The clothes were brown							
310	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
310	hasProperty	茶褐色だ	brown					「茶褐色だった」→「茶褐色だ」		#ORG:hasProperty:It is brown
310	What	衣服	clothes		Object		whoは変			
311	対象文	紫色のフラシ天が衣服の首元と袖に付いている	A purple plush is attached to the neck and sleeves of the garment							
311	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
311	hasPredicate	付いている	attached							
311	What	紫色のフラシ天	Purple plush		Object		whoは変			
311	On	衣服の首元	neck of clothes			MOD	「と」は不要	On		
311	On	袖	On the sleeve				「に」は不要	On		
312	対象文	手袋は鼠色だった	The gloves were scarlet							
312	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
312		鼠色だ	dark blue					「鼠色だった」→「鼠色だ」		#ORG:hasProperty:It is dark blue
312	What	手袋	gloves		Object		whoは変			
313	対象文	右手袋の親指がすり切れている	The thumb of the right glove is worn							
313	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
313	hasPredicate	すり切れている	worn		#ORG:hasPredicate:Worn					
313	What	右手袋の親指	thumb of Right glove		Object	MOD	whoは変			
314	対象文	ワトソンはサザランドの靴を見ていない	Watson has not seen Sutherland shoes							
314	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
314	hasPredicate	見ていない	notSee		#ORG:hasPredicate:I have not seen					
314	Who	ワトソン	Watson		Person					
314	What	サザランドの靴	shoes of Sutherland		Object	MOD				
315	対象文	サザランドは小振りの丸い金の耳飾りをぶら下げていた	Sutherland was hanging a small round gold earring							
315	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
315	hasPredicate	ぶら下げている	hanging					「ぶら下げていた」→「ぶら下げている」		#ORG:hasPredicate:Hanging
315	Who	サザランド	Sutherland		Person					
315	What	小振りの丸い金の耳飾り	Small round gold earring		Object					
316	対象文	サザランドは裕福である	Sutherland is rich							
316	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
316	hasProperty	裕福である	rich		#ORG:hasProperty:Rich					
316	Who	サザランド	Sutherland		Person					
317	対象文	サザランドはのんきである	Sutherland is a leisure							
317	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
317	hasProperty	のんきである	easygoing		#ORG:hasProperty:It is easygoing					
317	Who	サザランド	Sutherland		Person					
318	対象文	サザランドはおっとりしている	Sutherland is warm							
318	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
318	hasProperty	おっとりしている	relaxed		#ORG:hasPredicate:I am relaxed					
318	Who	サザランド	Sutherland		Person					
319	対象文	サザランドは町娘である	Sutherland is a town girl							
319	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
319	hasProperty	町娘である	town girl		#ORG:hasProperty:I am a town girl					
319	Who	サザランド	Sutherland		Person					
319	then	321	321					thenを挿入		
321	対象文	ホームズは笑った	Holmes laughed							
321	情報源									
321	hasPredicate	笑う	laugh					「笑った」→「笑う」		
321	Who	ホームズ	Holmes		Person					
322	対象文	ホームズは以下を言った	Holmes said the following							
322	情報源									
322	hasPredicate	言う	say					「言った」→「言う」		
322	Who	ホームズ	Holmes		Person					
322	What	323-339	323-339		Object					
323	対象文	ワトソンは上達した	Watson improved							
323	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
323	hasPredicate	上達する	improve				成長した，とか？	「上達した」→「上達する」		
323	Who	ワトソン	Watson		Person					
324	対象文	ワトソンは大事な点を見落としている	Watson overlooks an important point							
324	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
324	hasPredicate	見落としている	overlook		#ORG:hasPredicate:Overlooked					
324	Who	ワトソン	Watson		Person					
324	What	大事な点	Important point		Object		「大事な点」を具体的に			
325	対象文	方法は正しい	The way is right							
325	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
325	hasPredicate	正しい	correct							
325	What	方法	Method		Object		whoは変			
326	対象文	ワトソンは色に目ざとい	Watson looks at the color							
326	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
326	hasProperty	目ざとい	focus			MOD	注意深い，とか？		#ORG:hasPredicate:Aim	
326	Who	ワトソン	Watson		Person					
326	What	色	color		Object	MOD	「に」は不要			
327	対象文	ワトソンは細部に注目する	Watson pays attention to details							
327	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
327	hasPredicate	注目する	focus		#ORG:hasPredicate:Focus on it					
327	Who	ワトソン	Watson		Person					
327	What	細部	detail			MOD	How?「に」は不要	How		
328	対象文	ホームズは女の袖を見る	Holmes look at a woman's sleeve							
328	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
328	hasPredicate	見る	focus		#ORG:hasPredicate:to see	MOD				
328	Who	ホームズ	Holmes		Person					
328	What	女の袖	sleeve of Woman		Object	MOD	「女」は誰なのか明確にした方がよいのでは？			
329	対象文	ホームズは男のズボンの膝を見る	Holmes looks at the knee of a man's pants							
329	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
329	hasPredicate	見る	focus		#ORG:hasPredicate:to see	MOD				
329	Who	ホームズ	Holmes		Person					
329	What	男のズボンの膝	knee of Man		Object	MOD	「男」誰なのか明確にした方がいいのでは？			
330	対象文	フラシ織がサザランドの袖口に付いている	A plush weave is attached to the cuffs of Sutherland							
330	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
330	hasPredicate	付いている	attached							
330	What	フラシ織	Plush weave		Object		whoは変			
330	On	サザランドの袖口に	cuffs of Sutherland			MOD		On		
331	対象文	フラシ織は跡をつける	The plush weave marks							
331	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
331	hasPredicate	つける	putOn		#ORG:hasPredicate:Put on					
331	What	フラシ織	Plush weave		Object		whoは変			
331	What	跡	Trace		Object			What		
332	対象文	フラシ織は高価な生地である	Plush weave is an expensive fabric				である equalTo 全体的に見直し			
332	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
332	hasProperty	高価な生地である	expensive cloth		#ORG:hasProperty:It is expensive cloth					
332	What	フラシ織	Plush weave		Object		whoは変			
333	対象文	手首の二重線はタイプの跡である	The double line on the wrist is a trace of the type							
333	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
333	hasProperty	タイプの跡である	mark of type		#ORG:hasProperty:It is a trace of the type	MOD				
333	What	手首の二重線	Wrist double wire		Object		whoは変，On 手首にしては？			
334	対象文	手首の二重線は手動ミシンの跡である	The double wire on the wrist is the mark of a manual sewing machine							
334	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
334	hasProperty	手動ミシンの跡である	mark of manual sewing machine		#ORG:hasProperty:It is a mark of a manual sewing machine	MOD				
334	What	手首の二重線	Wrist double wire		Object		whoは変			
335	対象文	左の手首の二重線は手動ミシンの跡である	The double line on the left wrist is the mark of a manual sewing machine							
335	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
335	hasProperty	手動ミシンの跡である	mark of manual sewing machine		#ORG:hasProperty:It is a mark of a manual sewing machine	MOD				
335	What	左の手首の二重線	Left wrist double line		Object		whoは変			
336	対象文	右の手首の二重線はタイプの跡である	The right wrist double line is a trace of type							
336	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
336	hasProperty	タイプの跡である	mark of type		#ORG:hasProperty:It is a trace of the type	MOD				
336	What	右の手首の二重線	Right wrist double wire		Object		whoは変			
337	対象文	サザランドは鼻眼鏡の跡を持っている	Sutherland has a trace of nose glasses							
337	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
337	hasPredicate	持っている	have							
337	Who	サザランド	Sutherland		Person					
337	What	鼻眼鏡の跡	mark of nose glasses		Object	MOD				
337	therefore	339	339					thereforeを挿入		
339	対象文	ホームズは近眼とタイプでサザランドを驚かせた	Holmes surprised Sutherland with myopia and type				文を分けて，because ホームズが近眼とタイプを見抜いた，とか？			
339	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
339	hasPredicate	驚かせる	surprise					「驚かせた」→「驚かせる」		
339	Who	ホームズ	Holmes		Person					
339	How	近眼	Near sight		Object	MOD	文の意味を再現できる？			
339	How	タイプ	type		Object	MOD	文の意味を再現できる？	「で」は不要		
339	What	サザランド	Sutherland		Person		文の意味を再現できる？			
339	at the same time	341	341					at the same timeを挿入		
341	対象文	ワトソンは驚いた	Watson was surprised							
341	情報源									
341	hasPredicate	驚く	beSurprised					「驚いた」→「驚く」		#ORG:hasPredicate:Be surprised
341	Who	ワトソン	Watson		Person					
342	対象文	ホームズは以下を言った	Holmes said the following							
342	情報源									
342	hasPredicate	言う	say					「言った」→「言う」		
342	Who	ホームズ	Holmes		Person					
342	What	343-346	343-346		Object					
343	対象文	サザランドの左右の靴は異なる	Sutherland's left and right shoes are different					つま先の釦の話がカットされているので不要？		
343	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
343	hasProperty	異なる	different		#ORG:hasPredicate:Different					
343	What	サザランドの左右の靴	left shes of Sutherland AND right shoes of Sutherland		Object	MOD	whoは変			
345	対象文	サザランドの身なりはきっちりしている	Sutherland's appearance is tight							
345	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
345	hasProperty	きっちりしている	tightly				hasProperty?		#ORG:hasPredicate:Tightly	
345	What	サザランドの身なり	appearance of Sutherland		Object	MOD	whoは変			
346	対象文	サザランドは左右別の靴を履いている	Sutherland wears different left and right shoes				サザランドの右の靴と左の靴は異なる，とか？			
346	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
346	hasPredicate	履いている	wearing		#ORG:hasPredicate:Wearing					
346	Who	サザランド	Sutherland		Person					
346	What	左右別の靴	Left and right separate shoes		Object	左右別であることはRDF上で表現されなくてもよい情報？				
346	therefore	348	348					thereforeを挿入		
348	対象文	ホームズは以下に気づいた	Holmes noticed the following							
348	情報源									
348	hasPredicate	気づく	notice					「気づいた」→「気づく」		
348	Who	ホームズ	Holmes		Person					
348	What	349-352	349-352		Object					
349	対象文	今朝、サザランドが急いでホームズに来た	This morning			「ホームズに来た」は変				
349	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
349	hasPredicate	来る	come					「来た」→「来る」		
349	Who	サザランド	Sutherland		Person					
349	How	急いで	Quickly					How		
349	Where	ホームズ	Holmes		Object		ホームズ？Place？	Where		
349	When	今朝	this morning							
350	対象文	今朝、サザランドはメモを書いた	This morning Sutherland wrote a note							
350	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
350	hasPredicate	書く	write					「書いた」→「書く」		
350	Who	サザランド	Sutherland		Person					
350	What	メモ	Note		Object					
350	When	今朝	this morning							
351	対象文	サザランドの手袋はすみれ色のインクを持つ	Sutherland gloves have violet ink							
351	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
351	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
351	What	サザランドの手袋	gloves of Sutherland		Object		whoは変			
351	What	すみれ色のインク	Violet ink		Object					
352	対象文	サザランドの指はすみれ色のインクを持つ	Sutherland's finger has violet ink							
352	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
352	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
352	What	サザランドの指	finger of Sutherland		Object	MOD	whoは変			
352	What	すみれ色のインク	Violet ink		Object					
353	対象文	ワトソンは以下を言った	Watson said the following							
353	情報源									
353	hasPredicate	言う	say					「言った」→「言う」		
353	Who	ワトソン	Watson		Person					
353	What	354-370	354-370		Object		354のWhatとの重複を避ける			
354	対象文	尋ね人広告は以下を書かれている	Inquirer ad is written below							
354	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
354	hasPredicate	書かれている	beWritten				示している，とか？		#ORG:hasPredicate:has been written	
354	What	尋ね人広告	Inquirer advertisement		Object		whoは変			
354	What	355-367	355-367		Object			IDに変更		
355	対象文	ホズマは14日朝失踪した	Hozma disappeared on the morning of the 14th							
355	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
355	hasPredicate	失踪する	disappear					「失踪した」→「失踪する」		#ORG:hasPredicate:Disappear
355	Who	ホズマ	Hozma		Person					
355	When	14日朝	14th Monday	1891-08-14T09						
356	対象文	ホズマの身長は5フィート7インチである	Hozma's height is 5 feet 7 inches							
356	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
356	hasPredicate	である	equalsTo			MOD				
356	What	5フィート7インチ	5 feet 7 inches			MOD				
356	Who	ホズマの身長	height of Hozma		Object	MOD	whoは変			
357	対象文	ホズマの体格はよい	Hozma's physique is good							
357	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
357	hasProperty	よい	good		#ORG:hasPredicate:Good					
357	What	ホズマの体格	body of Hozma		Object	MOD	whoは変			
358	対象文	ホズマの顔色は悪い	The color of hozma is bad							
358	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
358	hasPredicate	悪い	bad							
358	What	ホズマの顔色	color of face of hozma		Object	MOD	whoは変			
359	対象文	ホズマの髪は黒である	Hozma's hair is black							
359	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
359	hasProperty	黒である	black		#ORG:hasProperty:It is black					
359	What	ホズマの髪	hair of Hozma		Object	MOD	whoは変			
360	対象文	ホズマの頭頂には小禿がある	There is a small boat on the top of Hozma's head							
360	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
360	hasPredicate	ある	exist		#ORG:hasPredicate:is there					
360	What	小禿	gavel		Object		whoは変			
360	Where	ホズマの頭頂	head of Hozma		Object	MOD				
361	対象文	ホズマは黒い頬髯口髭を持つ	Hozma has a black cheek and mouth							
361	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
361	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
361	Who	ホズマ	Hozma		Person					
361	What	黒い頬髯口髭	black whisker AND black mustache		Object	MOD				
362	対象文	ホズマは色眼鏡を持つ	Hozma has colored glasses							
362	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
362	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
362	Who	ホズマ	Hozma		Person					
362	What	色眼鏡	Color glasses		Object					
363	対象文	ホズマの話し方は訥々である	Hozma's way of speaking is jealous							
363	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
363	hasProperty	訥々である	hesitating		#ORG:hasProperty:Be jealous	MOD				
363	What	ホズマの話し方	speak of hozma		Object		whoは変			
364	対象文	失踪時の服装は黒のフロックコートである	At the time of disappearance is a black frock coat							
364	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
364	hasProperty	黒のフロックコートである	black frock coat		#ORG:hasProperty:It is a black frock coat					
364	What	ホズマの服装	clothes of Hozma		Object	MOD	whoは変			
364	When	失踪時	missing			MOD				
365	対象文	失踪時の服装は黒のベストである	At the time of disappearance is a black vest							
365	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
365	hasProperty	黒のベストである	black best		#ORG:hasProperty:Black is the best					
365	What	ホズマの服装	clothes of Hozma		Object	MOD	whoは変			
365	When	失踪時	missing			MOD				
366	対象文	失踪時の服装は金のアルバート鎖である	Dress at the time of disappearance is the Albert chain of gold							
366	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
366	hasProperty	金のアルバート鎖である	albert chain of gold		#ORG:hasProperty:Albert chain of gold	MOD				
366	What	ホズマの服装	clothes of Hozma		Object	MOD	whoは変			
366	When	失踪時	missing			MOD				
367	対象文	過去に、ホズマはレドンホール街の事務所で働いていた	In the past							
367	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
367	hasPredicate	働いている	working					「働いていた」→「働いている」		#ORG:hasPredicate:is working
367	Who	ホズマ	Hozma		Person					
367	Where	レドンホール街の事務所	Office of Redon Hall Street		Object	MOD				
367	When	過去	past							
368	対象文	手紙はホズマの手がかりを持たない	Letters have no clues to Hozma							
368	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
368	hasPredicate	持たない	notHave		#ORG:hasPredicate:do not have					
368	What	手紙	letter		Object		whoは変			
368	What	ホズマの手がかり	clue of Hozma		Object	MOD				
369	対象文	手紙には、バルザックからの引用がある	The letter has a quote from Balzac							
369	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
369	hasPredicate	ある	exist		#ORG:hasPredicate:is there					
369	What	バルザックからの引用	Quotation from Balzac		Object		From バツザックで分けては？	What		
369	On	手紙	letter				on?	On		
370	対象文	手紙はタイプで書かれている	The letter is written in type							
370	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
370	hasPredicate	書かれている	beWritten		#ORG:hasPredicate:written					
370	What	手紙	letter		Object		whoは変			
370	How	タイプで	typewritter			タイプライタにした方がいいのでは？	「で」は不要，how? By?	How		
371	対象文	ホームズは以下を言った	Holmes said the following							
371	情報源									
371	hasPredicate	言う	say					「言った」→「言う」		
371	Who	ホームズ	Holmes		Person					
371	What	372-376	372,373,374,375,376		Object					
372	対象文	署名はタイプで書かれている	Signature is written in type							
372	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
372	hasPredicate	書かれている	beWritten		#ORG:hasPredicate:has been written					
372	What	署名	signature		Object		whoは変			
372	How	タイプ	typewriter			タイプライタにした方がいいのでは？	「で」は不要 By?	How		
373	対象文	署名はホズマ・エインジェルである	Signature is Hozma Aingel							
373	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
373	hasProperty	ホズマ・エインジェルである	Hozma							
373	What	署名	signature		Object		whoは変			
374	対象文	手紙は日付を持つ	Letter has a date							
374	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
374	hasPredicate	持つ	have		#ORG:hasPredicate:Have					
374	What	手紙	letter		Object		whoは変			
374	What	日付	date		Object					
375	対象文	差出人の住所はレドンホール街である	The sender's address is Redon Hall Street							
375	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
375	hasProperty	レドンホール街である	Redon Hall street		Place					
375	What	手紙の差出人の住所	address of sender of letter		Object	MOD	whoは変			
376	対象文	署名は重要である	Signature is important							
376	情報源	ホームズの発言	Remark by Holmes					ホームズの発言		
376	hasProperty	重要である	important							
376	What	手紙の署名	signature of letter		Object	MOD	whoは変			
377	対象文	ワトソンは以下を言った	Watson said the following							
377	情報源									
377	hasPredicate	言う	say					「言った」→「言う」		
377	Who	ワトソン	Watson		Person					
377	What	378,380	378		Object					
378	対象文	署名は誓約を否認する	Signature repeals vow							
378	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
378	hasPredicate	否認する	deny							
378	What	署名	signature		Object		whoは変			
378	What	誓約	Pledge		Object					
378	when	380	380					whenを挿入		
380	対象文	ホズマが誓約不履行の訴えを受けた	Hosma received an appeal against breach of covenants							
380	情報源	ワトソンの発言	Watson's remarks					ワトソンの発言		
380	hasPredicate	受ける	receive					「受けた」→「受ける」		
380	Who	ホズマ	Hozma		Person					
380	What	誓約不履行の訴え	Appeal of breach of pledge		Object	MOD				
381	対象文	ホームズは以下を言った	Holmes said the following							
381	情報源									
381	hasPredicate	言う	say					「言った」→「言う」		
